'JobNumber','OperationSeq','SeqStatus','SeqStatusDesc','SeqDetType','WCorResID','WCorResDesc','EstRTInHrs','EstSUInHrs','RuntimeTime','RuntimeUOM','Schedule?','Contiguous?','Backflush?','GrpSchedID','CrossFlag','CrossTime','TimeFlag','SchedStrtDt','SchStartTime','SchedEndDt','SchEndTime','ActStartDt','ActEndDt','ActSetInHrs','ActRTInHrs','EstSetup$','ActSetup$','EstRun$','ActRun$','EstOverHead$','ActOverHead$','QtyComplete','RejectQty','HoldReasonID','OnHoldAtDate','OnHoldAtTime','RemainInMin','UsrRemnInMin','WorkCenterID','TrkSeq.UniqueID','TrkSeq.AuditUser','TrkSeq.AuditDate','TrkSeq.AuditTime','TrkSeq.DelayModifier','TrkSeq.Anchor?','TrkSeq.ActStartTime','TrkSeq.ActEndTime','JobTxt.StdTextID','SequenceText','StandardText'
'S/N10346',40030,'0','Not Started','W','WCA','UNIT ASSEMBLY',40.000000,0.000000,40.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/07/2020,07:52:00,01/09/2020,06:09:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,2400.0000,0.0000,'WCA',764243,'PAT',07/01/2019,10:14:03,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40030,'0','Not Started','L','41P','WIRE T-1/RADIOS/VLVS',40.000000,0.000000,40.000000,'HU',No,No,No,'N','N',0.000000,'',01/07/2020,00:00:00,01/09/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,1103.60000,0.00000,2372.74000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,2400.0000,0.0000,'WCA',764244,'PAT',07/01/2019,10:14:03,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40035,'0','Not Started','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/09/2020,06:09:00,01/10/2020,05:17:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1200.0000,0.0000,'WCA',764245,'PAT',07/01/2019,10:14:04,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40035,'0','Not Started','L','41Q','WIRE PLATFORM',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',01/09/2020,00:00:00,01/10/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,551.80000,0.00000,1186.37000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1200.0000,0.0000,'WCA',764246,'PAT',07/01/2019,10:14:04,'',False,00:00:00,00:00:00,'','NO AIR COMPRESSOR OR OUTLET^~INSTALL A WATER OUTLET',''
'S/N10346',40040,'0','Not Started','W','WCA','UNIT ASSEMBLY',8.000000,0.000000,8.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/10/2020,05:17:00,01/13/2020,00:08:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,480.0000,0.0000,'WCA',764247,'PAT',07/01/2019,10:14:06,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40040,'0','Not Started','L','41S','BOOM CABLE 12V 120V',8.000000,0.000000,8.000000,'HU',No,No,No,'N','N',0.000000,'',01/10/2020,00:00:00,01/13/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,220.72000,0.00000,474.54800,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,480.0000,0.0000,'WCA',764248,'PAT',07/01/2019,10:14:06,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40043,'0','Not Started','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/13/2020,00:08:00,01/13/2020,07:16:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1200.0000,0.0000,'WCA',764847,'PAT',07/01/2019,10:14:06,'P',False,00:00:00,00:00:00,'','',''
'S/N10346',40043,'0','Not Started','L','52','INSTALL VIDEO SYSTEM',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',01/13/2020,00:00:00,01/13/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,551.80000,0.00000,1186.37000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1200.0000,0.0000,'WCA',764848,'PAT',07/01/2019,10:14:06,'P',False,00:00:00,00:00:00,'','',''
'S/N10346',40045,'0','Not Started','W','WCA','UNIT ASSEMBLY',15.000000,0.000000,15.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/13/2020,07:16:00,01/14/2020,04:37:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,900.0000,0.0000,'WCA',764249,'PAT',07/01/2019,10:14:06,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40045,'0','Not Started','L','41CC','WIRE B2/T2/TIP ALARM',15.000000,0.000000,15.000000,'HU',No,No,No,'N','N',0.000000,'',01/13/2020,00:00:00,01/14/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,413.85000,0.00000,889.77800,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,900.0000,0.0000,'WCA',764250,'PAT',07/01/2019,10:14:06,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40050,'0','Not Started','W','WCA','UNIT ASSEMBLY',16.000000,0.000000,16.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/14/2020,04:37:00,01/15/2020,02:19:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,960.0000,0.0000,'WCA',764251,'PAT',07/01/2019,10:14:07,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40050,'0','Not Started','L','50A','START-UP HYD ADJ',16.000000,0.000000,16.000000,'HU',No,No,No,'N','N',0.000000,'',01/14/2020,00:00:00,01/15/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,441.44000,0.00000,949.09600,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,960.0000,0.0000,'WCA',764252,'PAT',07/01/2019,10:14:07,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40055,'0','Not Started','W','WCA','UNIT ASSEMBLY',14.000000,0.000000,14.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/15/2020,02:19:00,01/15/2020,07:19:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,840.0000,0.0000,'WCA',764253,'PAT',07/01/2019,10:14:07,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40055,'0','Not Started','L','50B','START-UP CONTROLS',14.000000,0.000000,14.000000,'HU',No,No,No,'N','N',0.000000,'',01/15/2020,00:00:00,01/15/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,386.26000,0.00000,830.45900,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,840.0000,0.0000,'WCA',764254,'PAT',07/01/2019,10:14:07,'',False,00:00:00,00:00:00,'','',''
'S/N10346',40060,'0','Not Started','W','WCA','UNIT ASSEMBLY',4.000000,0.000000,4.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/15/2020,07:19:00,01/16/2020,00:44:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,240.0000,0.0000,'WCA',764858,'PAT',07/01/2019,10:14:07,'P',False,00:00:00,00:00:00,'','',''
'S/N10346',40060,'0','Not Started','L','51','SPECIAL ITEMS',4.000000,0.000000,4.000000,'HU',No,No,No,'N','N',0.000000,'',01/15/2020,00:00:00,01/16/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,110.36000,0.00000,237.27400,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,240.0000,0.0000,'WCA',764859,'PAT',07/01/2019,10:14:07,'P',False,00:00:00,00:00:00,'','INSTALL 3 SAFETY TIE-OFF EYES ALONG EACH SIDE OF THE DECK.',''
'S/N10346',50000,'0','Not Started','W','WCA','UNIT ASSEMBLY',8.000000,0.000000,8.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/16/2020,00:44:00,01/16/2020,03:35:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,480.0000,0.0000,'WCA',764255,'PAT',07/01/2019,10:14:08,'',False,00:00:00,00:00:00,'','',''
'S/N10346',50000,'0','Not Started','L','09','BRG BOLTS/CLAMP HOSE',8.000000,0.000000,8.000000,'HU',No,No,No,'N','N',0.000000,'',01/16/2020,00:00:00,01/16/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,220.72000,0.00000,474.54800,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,480.0000,0.0000,'WCA',764256,'PAT',07/01/2019,10:14:08,'',False,00:00:00,00:00:00,'','',''
'S/N10346',50005,'0','Not Started','W','WCA','UNIT ASSEMBLY',15.000000,0.000000,15.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/16/2020,03:35:00,01/17/2020,00:56:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,900.0000,0.0000,'WCA',764257,'PAT',07/01/2019,10:14:08,'',False,00:00:00,00:00:00,'','',''
'S/N10346',50005,'0','Not Started','L','48','STABILITY TEST',15.000000,0.000000,15.000000,'HU',No,No,No,'N','N',0.000000,'',01/16/2020,00:00:00,01/17/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,413.85000,0.00000,889.77800,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,900.0000,0.0000,'WCA',764258,'PAT',07/01/2019,10:14:08,'',False,00:00:00,00:00:00,'','',''
'S/N10346',50010,'0','Not Started','W','WCA','UNIT ASSEMBLY',4.000000,0.000000,4.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/17/2020,00:56:00,01/17/2020,02:21:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,240.0000,0.0000,'WCA',764259,'PAT',07/01/2019,10:14:08,'',False,00:00:00,00:00:00,'','',''
'S/N10346',50010,'0','Not Started','L','49','ADD ADDN''L CTWT',4.000000,0.000000,4.000000,'HU',No,No,No,'N','N',0.000000,'',01/17/2020,00:00:00,01/17/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,110.36000,0.00000,237.27400,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,240.0000,0.0000,'WCA',764260,'PAT',07/01/2019,10:14:08,'',False,00:00:00,00:00:00,'','',''
'S/N10346',50015,'0','Not Started','W','WCA','UNIT ASSEMBLY',35.000000,0.000000,35.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/17/2020,02:21:00,01/20/2020,06:51:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,2100.0000,0.0000,'WCA',764261,'PAT',07/01/2019,10:14:08,'',False,00:00:00,00:00:00,'','',''
'S/N10346',50015,'0','Not Started','L','50C','BRIDGE TESTING',35.000000,0.000000,35.000000,'HU',No,No,No,'N','N',0.000000,'',01/17/2020,00:00:00,01/20/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,965.65000,0.00000,2076.14800,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,2100.0000,0.0000,'WCA',764262,'PAT',07/01/2019,10:14:09,'',False,00:00:00,00:00:00,'','',''
'S/N10346',60000,'0','Not Started','W','WCA','UNIT ASSEMBLY',46.000000,0.000000,46.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/20/2020,06:51:00,01/22/2020,07:16:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,2760.0000,0.0000,'WCA',764263,'PAT',07/01/2019,10:14:09,'',False,00:00:00,00:00:00,'','',''
'S/N10346',60000,'0','Not Started','L','78','FINAL FINISH',46.000000,0.000000,46.000000,'HU',No,No,No,'N','N',0.000000,'',01/20/2020,00:00:00,01/22/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,1269.14000,0.00000,2728.65100,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,2760.0000,0.0000,'WCA',764264,'PAT',07/01/2019,10:14:09,'',False,00:00:00,00:00:00,'','',''
'S/N10346',60005,'0','Not Started','W','WCA','UNIT ASSEMBLY',12.000000,0.000000,12.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/22/2020,07:16:00,01/23/2020,03:33:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,720.0000,0.0000,'WCA',764265,'PAT',07/01/2019,10:14:09,'',False,00:00:00,00:00:00,'','',''
'S/N10346',60005,'0','Not Started','L','78D','DECALS',12.000000,0.000000,12.000000,'HU',No,No,No,'N','N',0.000000,'',01/22/2020,00:00:00,01/23/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,331.08000,0.00000,711.82200,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,720.0000,0.0000,'WCA',764266,'PAT',07/01/2019,10:14:09,'',False,00:00:00,00:00:00,'','',''
'S/N10346',60010,'0','Not Started','W','WCA','UNIT ASSEMBLY',10.000000,0.000000,10.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/23/2020,03:33:00,01/23/2020,07:07:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,600.0000,0.0000,'WCA',764267,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',60010,'0','Not Started','L','50D','FINAL BRIDGE TESTING',10.000000,0.000000,10.000000,'HU',No,No,No,'N','N',0.000000,'',01/23/2020,00:00:00,01/23/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,275.90000,0.00000,593.18500,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,600.0000,0.0000,'WCA',764268,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',70000,'0','Not Started','W','WCA','UNIT ASSEMBLY',9.000000,0.000000,9.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/23/2020,07:07:00,01/24/2020,02:19:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,540.0000,0.0000,'WCA',764269,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',70000,'0','Not Started','L','56','MTGS/PPRWORK/MOVE',9.000000,0.000000,9.000000,'HU',No,No,No,'N','N',0.000000,'',01/23/2020,00:00:00,01/24/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,248.31000,0.00000,533.86700,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,540.0000,0.0000,'WCA',764270,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',70005,'0','Not Started','W','WCA','UNIT ASSEMBLY',4.000000,0.000000,4.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/24/2020,02:19:00,01/24/2020,03:44:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,240.0000,0.0000,'WCA',764271,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',70005,'0','Not Started','L','ENGR','REWORK ENG/DRAFTING',4.000000,0.000000,4.000000,'HU',No,No,No,'N','N',0.000000,'',01/24/2020,00:00:00,01/24/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,110.36000,0.00000,237.27400,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,240.0000,0.0000,'WCA',764272,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',70010,'10','In-Process','W','WCA','UNIT ASSEMBLY',8.000000,0.000000,8.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/24/2020,03:44:00,01/24/2020,06:35:00,08/09/2019,00/00/0000,0.000000,1.540000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,388.0000,0.0000,'WCA',764273,'ADMIN',08/12/2019,09:43:08,'',False,09:30:48,00:00:00,'','',''
'S/N10346',70010,'20','Stopped','L','PROD','REWORK PRODUCTION',8.000000,0.000000,8.000000,'HU',No,No,No,'N','N',0.000000,'',01/24/2020,00:00:00,01/24/2020,00:00:00,08/09/2019,00/00/0000,0.000000,1.540000,0.00000,0.00000,220.72000,33.11000,474.54800,71.18700,0.00000,0.00000,'',00/00/0000,00:00:00,480.0000,0.0000,'WCA',764274,'ADMIN',08/12/2019,09:43:02,'',False,09:30:48,00:00:00,'','',''
'S/N10346',70015,'0','Not Started','W','WCA','UNIT ASSEMBLY',4.000000,0.000000,4.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/24/2020,06:35:00,01/24/2020,08:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,240.0000,0.0000,'WCA',764275,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',70015,'0','Not Started','L','VEND','REWORK VENDOR',4.000000,0.000000,4.000000,'HU',No,No,No,'N','N',0.000000,'',01/24/2020,00:00:00,01/24/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,110.36000,0.00000,237.27400,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,240.0000,0.0000,'WCA',764276,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',70020,'0','Not Started','W','WCA','UNIT ASSEMBLY',0.000000,0.000000,0.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',01/24/2020,08:00:00,01/24/2020,08:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',764277,'PAT',07/01/2019,10:14:12,'',False,00:00:00,00:00:00,'','',''
'S/N10346',70020,'0','Not Started','L','54','SHIP LOOSE ITEMS',0.000000,0.000000,0.000000,'HU',No,No,No,'N','N',0.000000,'',01/24/2020,00:00:00,01/24/2020,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',764278,'PAT',07/01/2019,10:14:13,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10001,'0','Not Started','W','WCA','UNIT ASSEMBLY',56.000000,0.000000,56.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',12/09/2019,03:59:00,12/11/2019,07:59:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,3360.0000,0.0000,'WCA',762719,'PAT',06/19/2019,14:47:29,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10001,'0','Not Started','L','02','CHASSIS PREP',56.000000,0.000000,56.000000,'HU',No,No,No,'N','N',0.000000,'',12/09/2019,00:00:00,12/11/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,1545.04000,0.00000,3321.83600,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,3360.0000,0.0000,'WCA',762720,'PAT',06/19/2019,14:47:29,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10005,'0','Not Started','W','WCA','UNIT ASSEMBLY',3.750000,0.000000,3.750000,'HU',Yes,Yes,No,'N','N',0.000000,'',12/11/2019,07:59:00,12/12/2019,01:19:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,225.0000,0.0000,'WCA',762721,'PAT',06/19/2019,14:47:29,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10005,'0','Not Started','L','03A','INSTALL TAG BLOW-OFF',3.750000,0.000000,3.750000,'HU',No,No,No,'N','N',0.000000,'',12/11/2019,00:00:00,12/12/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,103.46300,0.00000,222.44400,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,225.0000,0.0000,'WCA',762722,'PAT',06/19/2019,14:47:29,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10010,'0','Not Started','W','WCA','UNIT ASSEMBLY',26.000000,0.000000,26.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',12/12/2019,01:19:00,12/13/2019,02:36:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1560.0000,0.0000,'WCA',762723,'PAT',06/19/2019,14:47:29,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10010,'0','Not Started','L','05','INSTALL SUBFRAME',26.000000,0.000000,26.000000,'HU',No,No,No,'N','N',0.000000,'',12/12/2019,00:00:00,12/13/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,717.34000,0.00000,1542.28100,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1560.0000,0.0000,'WCA',762724,'PAT',06/19/2019,14:47:29,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10011,'0','Not Started','W','WCA','UNIT ASSEMBLY',0.000000,0.000000,0.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',12/13/2019,02:36:00,12/13/2019,02:36:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',762725,'PAT',06/19/2019,14:47:30,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10011,'0','Not Started','L','05A','FRAME SHOP',0.000000,0.000000,0.000000,'HU',No,No,No,'N','N',0.000000,'',12/13/2019,00:00:00,12/13/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',762726,'PAT',06/19/2019,14:47:30,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10015,'0','Not Started','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',12/13/2019,02:36:00,12/16/2019,01:44:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1200.0000,0.0000,'WCA',762727,'PAT',06/19/2019,14:47:30,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10015,'0','Not Started','L','20','INSTALL SLIDING CTWT',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',12/13/2019,00:00:00,12/16/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,551.80000,0.00000,1186.37000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1200.0000,0.0000,'WCA',762728,'PAT',06/19/2019,14:47:30,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10020,'0','Not Started','W','WCA','UNIT ASSEMBLY',5.000000,0.000000,5.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',12/16/2019,01:44:00,12/16/2019,03:31:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,300.0000,0.0000,'WCA',762729,'PAT',06/19/2019,14:47:31,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10020,'0','Not Started','L','23D','DECK BOXES',5.000000,0.000000,5.000000,'HU',No,No,No,'N','N',0.000000,'',12/16/2019,00:00:00,12/16/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,137.95000,0.00000,296.59300,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,300.0000,0.0000,'WCA',762730,'PAT',06/19/2019,14:47:31,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10025,'0','Not Started','W','WCA','UNIT ASSEMBLY',24.000000,0.000000,24.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',12/16/2019,03:31:00,12/17/2019,04:05:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1440.0000,0.0000,'WCA',762731,'PAT',06/19/2019,14:47:31,'',False,00:00:00,00:00:00,'','INSTALL A 72" WHELEN LIGHTBAR ON THE CAB MOUNTS.  ^~INSTALL 4" ROUND WHELEN LED LAMPS IN THE REAR BUMPER.^~NOTE, USE THE WIRED RITE TO TURN ON THE LIGHTBAR AND THE REAR AMBER LED LAMPS',''
'S/N10347',10025,'0','Not Started','L','29','INSTALL STROBE LIGHT',24.000000,0.000000,24.000000,'HU',No,No,No,'N','N',0.000000,'',12/16/2019,00:00:00,12/17/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,662.16000,0.00000,1423.64400,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1440.0000,0.0000,'WCA',762732,'PAT',06/19/2019,14:47:31,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10030,'0','Not Started','W','WCA','UNIT ASSEMBLY',24.000000,0.000000,24.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',12/17/2019,04:05:00,12/18/2019,04:39:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1440.0000,0.0000,'WCA',762733,'PAT',06/19/2019,14:47:31,'',False,00:00:00,00:00:00,'','',''
'S/N10347',10030,'0','Not Started','L','30','INSTALL FMVSS LIGHTS',24.000000,0.000000,24.000000,'HU',No,No,No,'N','N',0.000000,'',12/17/2019,00:00:00,12/18/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,662.16000,0.00000,1423.64400,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,1440.0000,0.0000,'WCA',762734,'PAT',06/19/2019,14:47:31,'',False,00:00:00,00:00:00,'','',''
