'JobNumber','TransxType','TransxDescription','OperationSeq','ItemNumber','Location','BinNumber','SerialLotNo','StockingQuantity','StockingUOM','UnitCost','QtyRemain','DocumentNo','PurchaseDate','PONumber','VendorID','EmployeeNo','AppliedDate','AppliedTime','EventID','EventSeq','LayerType','JobFullClosed?','AllocUniqueID','CreateUser','CreateDate','CreateTime','DocReference','ShiftCode','FullCloseApplyDate','TransxUOM','TransxQty','TransxQtyConvMultiplier','CAParentEventID','JobUnitCost'
'S/N10335','PM','Pull Material',40030,'.100043','W1','B7A','',1.00000,'EA',68.02000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/21/2019,00:00:00,1089710,1,'0',False,746925,'PAULS',08/21/2019,15:19:04,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40030,'.100038','W1','B7A','',1.00000,'EA',31.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/21/2019,00:00:00,1089712,1,'0',False,746926,'PAULS',08/21/2019,15:19:04,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40030,'.100822','W1','D7B','',1.00000,'EA',36.57000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/21/2019,00:00:00,1089714,1,'0',False,746927,'PAULS',08/21/2019,15:19:04,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40030,'.097659','W1','D9A','',1.00000,'EA',41.97000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/21/2019,00:00:00,1089716,1,'0',False,746928,'PAULS',08/21/2019,15:19:04,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40030,'.097656','W1','D9A','',1.00000,'EA',2745.38000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/21/2019,00:00:00,1089718,1,'0',False,746929,'PAULS',08/21/2019,15:19:04,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40015,'.063260','W1','A12E5','',1.00000,'EA',4.53000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/22/2019,00:00:00,1089876,1,'0',False,746890,'PAULS',08/22/2019,15:07:45,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40015,'.066947','W1','B5B','',2.00000,'EA',25.13000000,2.00000,'S/N10335',00/00/0000,'','','PS01',08/22/2019,00:00:00,1089878,1,'0',False,746892,'PAULS',08/22/2019,15:07:45,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40015,'.066947','W1','B5B','',2.00000,'EA',25.13000000,2.00000,'S/N10335',00/00/0000,'','','PS01',08/22/2019,00:00:00,1089878,2,'0',False,746892,'PAULS',08/22/2019,15:07:45,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40015,'.096457','W1','BULK TANK','',67.00000,'GAL',12.37000000,67.00000,'S/N10335',00/00/0000,'','','PS01',08/22/2019,00:00:00,1089880,1,'0',False,747090,'PAULS',08/22/2019,15:07:45,'','',00/00/0000,'GAL',67.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40015,'.096457','W1','BULK TANK','',13.00000,'GAL',12.37000000,13.00000,'S/N10335',00/00/0000,'','','PS01',08/22/2019,00:00:00,1089880,2,'0',False,747090,'PAULS',08/22/2019,15:07:45,'','',00/00/0000,'GAL',13.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',30015,'.551503','W1','','',2.00000,'FT',9.89000000,2.00000,'S/N10335',00/00/0000,'','','PS01',08/23/2019,00:00:00,1089968,1,'0',False,772057,'PAULS',08/23/2019,13:19:41,'','',00/00/0000,'FT',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',70020,'.029497','W1','','',1.00000,'EA',310.32000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/27/2019,00:00:00,1090413,1,'0',False,747035,'PAULS',08/27/2019,13:56:03,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',70020,'.029669','W1','','',1.00000,'EA',260.60000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/27/2019,00:00:00,1090415,1,'0',False,747034,'PAULS',08/27/2019,13:56:04,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40035,'.093761','W1','','',1.00000,'EA',11.03400000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/27/2019,00:00:00,1090417,1,'0',False,772073,'PAULS',08/27/2019,13:56:05,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40035,'.093326','W1','','',1.00000,'EA',0.90200000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/27/2019,00:00:00,1090418,1,'0',False,772074,'PAULS',08/27/2019,13:56:05,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40035,'.091171','W1','','',1.00000,'EA',2.90000000,1.00000,'S/N10335',00/00/0000,'','','PS01',08/27/2019,00:00:00,1090419,1,'0',False,772075,'PAULS',08/27/2019,13:56:06,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',60000,'.063185','W1','','',2.00000,'EA',21.13000000,2.00000,'S/N10335',00/00/0000,'','','PS01',08/27/2019,00:00:00,1090421,1,'0',False,746985,'PAULS',08/27/2019,13:56:06,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',40015,'.069774','W1','','',1.00000,'EA',72.45000000,1.00000,'S/N10335',00/00/0000,'','','PS01',09/03/2019,00:00:00,1091245,1,'0',False,772309,'PAULS',09/03/2019,15:11:32,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.095330','W1','A9F3','',1.00000,'EA',4.72000000,1.00000,'S/N10335',00/00/0000,'','','PS01',09/04/2019,00:00:00,1091391,1,'0',False,746968,'PAULS',09/04/2019,15:23:47,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.095330','W1','A9F3','',1.00000,'EA',4.50000000,1.00000,'S/N10335',00/00/0000,'','','PS01',09/04/2019,00:00:00,1091391,2,'0',False,746968,'PAULS',09/04/2019,15:23:47,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.095331','W1','A9G4','',2.00000,'EA',1.34000000,2.00000,'S/N10335',00/00/0000,'','','PS01',09/04/2019,00:00:00,1091393,1,'0',False,746969,'PAULS',09/04/2019,15:23:47,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.103363','W1','A3C2','',2.00000,'EA',4.30000000,2.00000,'S/N10335',00/00/0000,'','','PS01',09/04/2019,00:00:00,1091395,1,'0',False,746970,'PAULS',09/04/2019,15:23:47,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.103364','W1','A3C2','',2.00000,'EA',1.66000000,2.00000,'S/N10335',00/00/0000,'','','PS01',09/04/2019,00:00:00,1091397,1,'0',False,746971,'PAULS',09/04/2019,15:23:47,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.103365','W1','A3C2','',2.00000,'EA',0.96000000,2.00000,'S/N10335',00/00/0000,'','','PS01',09/04/2019,00:00:00,1091399,1,'0',False,746972,'PAULS',09/04/2019,15:23:47,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.067907','W1','A2C3','',2.00000,'EA',30.86000000,2.00000,'S/N10335',00/00/0000,'','','PS01',09/04/2019,00:00:00,1091401,1,'0',False,746974,'PAULS',09/04/2019,15:23:47,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.040671','W1','R1B','',1.00000,'EA',14.29000000,1.00000,'S/N10335',00/00/0000,'','','PS01',09/04/2019,00:00:00,1091403,1,'0',False,746975,'PAULS',09/04/2019,15:23:47,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',30015,'.064847','W1','','',1.00000,'EA',792.41000000,0.00000,'S/N10338',00/00/0000,'','','PS01',01/14/2019,00:00:00,1053282,1,'1',False,749599,'PAULS',01/14/2019,15:21:28,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','CA','Cost Adjustment',30015,'.064847','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10338',00/00/0000,'','','PS01',01/14/2019,15:57:39,1053498,1,'0',False,749599,'BROOKE',01/14/2019,15:57:39,'Adjustment to Event ID 1053282','',00/00/0000,'EA',0.00000,1.00000,1053282,0.00000
'S/N10338','RM','Return Material',30015,'.064847','W1','','',-1.00000,'EA',792.41000000,-1.00000,'S/N10338',00/00/0000,'','','PS01',02/26/2019,00:00:00,1060954,1,'3',False,749599,'PAULS',02/26/2019,16:28:04,'','',00/00/0000,'EA',-1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20000,'.092269','W1','','',1.00000,'EA',396.41000000,1.00000,'S/N10338',00/00/0000,'','','PS01',02/27/2019,00:00:00,1061109,1,'0',False,749338,'PAULS',02/27/2019,16:20:54,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20000,'.091149','W1','','',1.00000,'EA',2079.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',03/19/2019,00:00:00,1064557,1,'0',False,749335,'PAULS',03/19/2019,16:26:37,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10015,'.093610','W1','','',1.00000,'EA',4950.51000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/02/2019,00:00:00,1066850,1,'0',False,749263,'PAULS',04/02/2019,15:24:00,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',30015,'.064847','W1','','',1.00000,'EA',792.41000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/02/2019,00:00:00,1066875,1,'0',False,749599,'PAULS',04/02/2019,15:24:05,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','CA','Cost Adjustment',10015,'.093610','W1','','',0.00000,'EA',8.24000000,0.00000,'S/N10338',00/00/0000,'','','PS01',04/03/2019,08:11:25,1067019,1,'0',False,749263,'BROOKE',04/03/2019,08:11:25,'Adjustment to Event ID 1066850','',00/00/0000,'EA',0.00000,1.00000,1066850,0.00000
'S/N10338','PM','Pull Material',20005,'.091155','W1','','',1.00000,'EA',2351.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067264,1,'0',False,749373,'PAULS',04/04/2019,15:23:03,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20005,'.091156','W1','','',1.00000,'EA',2175.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067266,1,'0',False,749374,'PAULS',04/04/2019,15:23:04,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.091151','W1','','',1.00000,'EA',793.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067268,1,'0',False,749397,'PAULS',04/04/2019,15:23:04,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.091150','W1','','',1.00000,'EA',786.45000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067270,1,'0',False,749398,'PAULS',04/04/2019,15:23:05,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.091201','W1','','',1.00000,'EA',699.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067272,1,'0',False,749399,'PAULS',04/04/2019,15:23:05,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.091153','W1','','',1.00000,'EA',1875.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067274,1,'0',False,749478,'PAULS',04/04/2019,15:23:06,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.091154','W1','','',1.00000,'EA',1954.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067276,1,'0',False,749479,'PAULS',04/04/2019,15:23:06,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20012,'.093833','W1','','',1.00000,'EA',1265.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/05/2019,00:00:00,1067494,1,'0',False,749456,'PAULS',04/05/2019,15:29:40,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.093009','W1','','',1.00000,'EA',627.37000000,1.00000,'S/N10338',00/00/0000,'','','PS01',04/08/2019,00:00:00,1067758,1,'0',False,749480,'PAULS',04/08/2019,16:20:50,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','CA','Cost Adjustment',20015,'.093009','W1','','',0.00000,'EA',-43.34000000,0.00000,'S/N10338',00/00/0000,'','','PS01',04/09/2019,08:35:38,1068222,1,'0',False,749480,'BROOKE',04/09/2019,08:35:38,'Adjustment to Event ID 1067758','',00/00/0000,'EA',0.00000,1.00000,1067758,0.00000
'S/N10338','PM','Pull Material',10011,'.067306','W1','FRAME SHOP','',3.00000,'EA',16.22000000,3.00000,'S/N10338',00/00/0000,'','','PS01',05/13/2019,00:00:00,1074482,1,'0',False,749253,'PAULS',05/13/2019,15:48:06,'','',00/00/0000,'EA',3.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10011,'.067306','W1','FRAME SHOP','',3.00000,'EA',18.35000000,3.00000,'S/N10338',00/00/0000,'','','PS01',05/13/2019,00:00:00,1074482,2,'0',False,749253,'PAULS',05/13/2019,15:48:06,'','',00/00/0000,'EA',3.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10011,'.063705','W1','FRAME SHOP','',2.00000,'EA',16.48000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/13/2019,00:00:00,1074484,1,'0',False,749254,'PAULS',05/13/2019,15:48:06,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10011,'.066421','W1','FRAME SHOP','',2.00000,'EA',22.00000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/13/2019,00:00:00,1074486,1,'0',False,749255,'PAULS',05/13/2019,15:48:06,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10011,'.062479','W1','FRAME SHOP','',3.00000,'EA',20.33000000,3.00000,'S/N10338',00/00/0000,'','','PS01',05/13/2019,00:00:00,1074488,1,'0',False,749256,'PAULS',05/13/2019,15:48:06,'','',00/00/0000,'EA',3.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10011,'.062479','W1','FRAME SHOP','',1.00000,'EA',30.41000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/13/2019,00:00:00,1074488,2,'0',False,749256,'PAULS',05/13/2019,15:48:06,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',30000,'.095703','W1','','',1.00000,'EA',1357.40000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074647,1,'0',False,749545,'PAULS',05/14/2019,15:51:59,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.092153','W1','','',2.00000,'EA',65.00000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074693,1,'0',False,749394,'PAULS',05/14/2019,15:52:04,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.092154','W1','','',2.00000,'EA',65.00000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074695,1,'0',False,749395,'PAULS',05/14/2019,15:52:05,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.102473','W1','','',2.00000,'EA',175.00000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074697,1,'0',False,751699,'PAULS',05/14/2019,15:52:05,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.092155','W1','','',2.00000,'EA',55.00000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074699,1,'0',False,749400,'PAULS',05/14/2019,15:52:06,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.097878','W1','','',1.00000,'EA',308.11000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074701,1,'0',False,749403,'PAULS',05/14/2019,15:52:06,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.097879','W1','','',1.00000,'EA',115.44000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074703,1,'0',False,749404,'PAULS',05/14/2019,15:52:07,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.095436','W1','','',1.00000,'EA',59.70000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074705,1,'0',False,749405,'PAULS',05/14/2019,15:52:07,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.096932','W1','','',1.00000,'EA',173.13000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074707,1,'0',False,749406,'PAULS',05/14/2019,15:52:08,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20010,'.091087','W1','','',1.00000,'EA',8.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074709,1,'0',False,749407,'PAULS',05/14/2019,15:52:08,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10020,'.096125','W1','','',1.00000,'EA',66.07000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074711,1,'0',False,749280,'PAULS',05/14/2019,15:52:08,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10020,'.096538','W1','','',2.00000,'EA',47.40000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074713,1,'0',False,749284,'PAULS',05/14/2019,15:52:09,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',10045,'.097528','W1','','',2.00000,'EA',29.48000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074715,1,'0',False,749326,'PAULS',05/14/2019,15:52:09,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20000,'.092259','W1','','',1.00000,'EA',518.60000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074717,1,'0',False,749336,'PAULS',05/14/2019,15:52:10,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20000,'.092263','W1','','',1.00000,'EA',40.41000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074719,1,'0',False,749337,'PAULS',05/14/2019,15:52:10,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20000,'.092264','W1','','',1.00000,'EA',189.24000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074721,1,'0',False,749339,'PAULS',05/14/2019,15:52:11,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20000,'.091840','W1','','',2.00000,'EA',210.35000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074723,1,'0',False,749340,'PAULS',05/14/2019,15:52:11,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20000,'.092240','W1','','',2.00000,'EA',137.40000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074725,1,'0',False,749341,'PAULS',05/14/2019,15:52:11,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20000,'.092335','W1','','',1.00000,'EA',23.36000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074727,1,'0',False,749342,'PAULS',05/14/2019,15:52:12,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20005,'.092152','W1','','',2.00000,'EA',92.00000000,2.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074729,1,'0',False,749375,'PAULS',05/14/2019,15:52:12,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20005,'.093932','W1','','',1.00000,'EA',241.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074731,1,'0',False,749376,'PAULS',05/14/2019,15:52:13,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20005,'.093433','W1','','',1.00000,'EA',56.00000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074733,1,'0',False,749377,'PAULS',05/14/2019,15:52:13,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20005,'.095205','W1','','',1.00000,'EA',374.05000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/14/2019,00:00:00,1074735,1,'0',False,749378,'PAULS',05/14/2019,15:52:14,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20012,'.093842','W1','','',1.00000,'EA',500.89000000,0.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074767,1,'1',False,749451,'PAULS',05/15/2019,16:13:35,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20012,'.102592','W1','','',1.00000,'EA',22.32000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074769,1,'0',False,754666,'PAULS',05/15/2019,16:13:35,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20012,'.093948','W1','','',1.00000,'EA',378.33000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074771,1,'0',False,749454,'PAULS',05/15/2019,16:13:35,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20012,'.093843','W1','','',1.00000,'EA',53.70000000,0.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074773,1,'1',False,749465,'PAULS',05/15/2019,16:13:36,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.096880','W1','','',1.00000,'EA',12.70000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074775,1,'0',False,749477,'PAULS',05/15/2019,16:13:36,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.093165','W1','','',1.00000,'EA',62.13000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074777,1,'0',False,749482,'PAULS',05/15/2019,16:13:37,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.091698','W1','','',1.00000,'EA',95.42000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074779,1,'0',False,749483,'PAULS',05/15/2019,16:13:37,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.091775','W1','','',1.00000,'EA',34.63000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074781,1,'0',False,749484,'PAULS',05/15/2019,16:13:38,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.103915','W1','','',1.00000,'EA',61.78000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074783,1,'0',False,758311,'PAULS',05/15/2019,16:13:38,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20015,'.103918','W1','','',1.00000,'EA',135.25000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074785,1,'0',False,758312,'PAULS',05/15/2019,16:13:39,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20020,'.097472','W1','','',1.00000,'EA',48.56000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074793,1,'0',False,749507,'PAULS',05/15/2019,16:13:41,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20020,'.065741','W1','','',1.00000,'EA',229.21000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074795,1,'0',False,749509,'PAULS',05/15/2019,16:13:41,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20020,'.101672','W1','','',1.00000,'EA',422.10700000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074797,1,'0',False,749524,'PAULS',05/15/2019,16:13:42,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20020,'.103111','W1','','',1.00000,'EA',434.04800000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074799,1,'0',False,749525,'PAULS',05/15/2019,16:13:42,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',20020,'.103282','W1','','',1.00000,'EA',35.03200000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074801,1,'0',False,749526,'PAULS',05/15/2019,16:13:43,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',30000,'.069510','W1','','',1.00000,'EA',40.99000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074803,1,'0',False,749544,'PAULS',05/15/2019,16:13:43,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',30000,'.064985','W1','','',1.00000,'EA',57.14000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074805,1,'0',False,749556,'PAULS',05/15/2019,16:13:44,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',40020,'.093752','W1','','',1.00000,'EA',19.10000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074807,1,'0',False,749647,'PAULS',05/15/2019,16:13:44,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10338','PM','Pull Material',40023,'.103495','W1','','',1.00000,'EA',34.57000000,1.00000,'S/N10338',00/00/0000,'','','PS01',05/15/2019,00:00:00,1074809,1,'0',False,751803,'PAULS',05/15/2019,16:13:45,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
