'Amt','Pono','RowNum','ReqPrc.RequisitType','ReqPrc.ItemNo','ReqPrc.UOMPurchase','ReqPrc.JobNo','Qtyremn','Desc','Reqdate','0.cLineTypeDesc'
9.10000,'43915',3,'IN','.095008','EA','',2.00000,'CAPSCREW 5/8-11 UNC X 9" LG GR 8',09/28/2019,'Inventory'
9.64000,'43915',4,'IN','.095245','EA','',4.00000,'CAPSCREW 5/8-11 UNC X 10" LG GR 8',09/28/2019,'Inventory'
31.60000,'43915',5,'IN','.104518','EA','',8.00000,'CAPSCREW 1-14 NF X 10 1/2 GR 8 ZINC',08/28/2019,'Inventory'
43.96000,'43919',1,'IN','.098530','EA','',6.00000,'STOP PLATE BM 4 1/2 A514 GRB  1/2 X 1.5',09/13/2019,'Inventory'
60.73000,'43919',2,'IN','.101311','EA','',3.00000,'VALVE MOUNT PLATE B32 3/16 STEEL',09/13/2019,'Inventory'
213.87000,'43920',1,'MT','.106800','EA','',5.00000,'DP700 MODIFIED JUNCTION BOX',09/20/2019,'Material'
162.74000,'43920',2,'MT','.106803','EA','',5.00000,'PLATFORM MODIFIED JUNCTION BOX',09/20/2019,'Material'
68.49000,'43920',3,'MT','.106804','EA','',5.00000,'PLATFORM J-BOX MODIFIED BACKPLATE',09/20/2019,'Material'
236.07000,'43920',4,'MT','.106807','EA','',5.00000,'BOOM 2 MODIFIED JUNCTION BOX',09/20/2019,'Material'
76.06000,'43920',5,'MT','.106808','EA','',5.00000,'BOOM 2 J-BOX MODIFIED BACKPLATE',09/20/2019,'Material'
168.19000,'43920',7,'MT','.106812','EA','',5.00000,'T1 J-BOX MODIFIED BACKPLATE',09/20/2019,'Material'
121.99000,'43920',8,'MT','.106976','EA','',5.00000,'BOOM 3 MODIFIED JUNCTION BOX',09/20/2019,'Material'
121.99000,'43920',9,'MT','.106978','EA','',5.00000,'WALKWAY MODIFIED JUNCTION BOX',09/20/2019,'Material'
62.37000,'43920',10,'MT','.106979','EA','',5.00000,'B3/WKWY J-BOX MODIFIED BACKPLATE',09/20/2019,'Material'
430.81000,'43920',11,'MT','.106974','EA','',1.00000,'B2 COMBO MODIFIED JUNCTION BOX',09/20/2019,'Material'
44.10000,'43921',1,'MT','.097930','EA','',1.00000,'INTERCOM HARNESS FRC REMOTE NO HEADSET',09/20/2019,'Material'
441.00000,'43921',2,'MT','.106835','EA','',2.00000,'INTERCOM REMOTE CONTROL MODULE 24V',09/20/2019,'Material'
181.30000,'43921',9,'MT','.097597','EA','',1.00000,'INTERCOM SPEAKER FRC',09/20/2019,'Material'
466.20000,'43921',10,'MT','.106834','EA','',1.00000,'INTERCOM MASTER CONTROL MODULE 24V',09/20/2019,'Material'
26.39000,'43922',1,'IN','.026725','EA','',2.00000,'PIN DETAIL 2 4140 TGP  X 8 3/4',09/12/2019,'Inventory'
68.20000,'43922',2,'IN','.026900','EA','',2.00000,'PIN WELDMENT 2 X 16 3/8',09/12/2019,'Inventory'
98.00000,'43922',3,'IN','.033102','EA','',2.00000,'PIN WELDMENT 2 1/2 DIA TGP X 17 GRIP',09/12/2019,'Inventory'
46.20000,'43922',4,'IN','.066709','EA','',2.00000,'PIN WELDMENT 2 X 12 1/4 GRIP',09/12/2019,'Inventory'
48.80000,'43922',5,'IN','.091250','EA','',4.00000,'SHEAVE PIN WELDMENT',09/12/2019,'Inventory'
33.00000,'43922',8,'IN','.092180','EA','',2.00000,'PIN 2.00 DIA X 7.75',09/12/2019,'Inventory'
31.00000,'43922',11,'IN','.092181','EA','',2.00000,'PIN 2.00 DIA X 7.00',09/12/2019,'Inventory'
26.00000,'43922',14,'IN','.092182','EA','',2.00000,'PIN 2.00 DIA X 4.53',09/12/2019,'Inventory'
26.00000,'43922',17,'IN','.092185','EA','',2.00000,'PIN 1.50 DIA X 8.38',09/12/2019,'Inventory'
20.00000,'43922',20,'IN','.092189','EA','',8.00000,'PIN .625 DIA X 2.00',09/12/2019,'Inventory'
24.00000,'43922',23,'IN','.093171','EA','',2.00000,'PIN 1.50 4140 HT X 5.00',09/12/2019,'Inventory'
21.00000,'43922',26,'IN','.095524','EA','',2.00000,'PIN 1.25 DIA X 6.00',09/12/2019,'Inventory'
52.00000,'43922',29,'IN','.098259','EA','',2.00000,'PIN 2.00 DIA X 12.50',09/12/2019,'Inventory'
58.00000,'43922',32,'IN','.098260','EA','',2.00000,'PIN 2.00 DIA X 15.50',09/12/2019,'Inventory'
98.00000,'43922',35,'IN','.098261','EA','',2.00000,'PIN 2.50 DIA X 15.50',09/12/2019,'Inventory'
47.00000,'43922',38,'IN','.098265','EA','',2.00000,'PIN 2.00 DIA X 10.25',09/12/2019,'Inventory'
65.00000,'43922',41,'IN','.098266','EA','',2.00000,'PIN 2.00 DIA X 13.00',09/12/2019,'Inventory'
63.00000,'43922',44,'IN','.098282','EA','',2.00000,'PIN 2.00 DIA X 12.00',09/12/2019,'Inventory'
39.00000,'43922',47,'IN','.098285','EA','',4.00000,'PIN 1.50 DIA X 11.00',09/12/2019,'Inventory'
27.00000,'43922',50,'IN','.098644','EA','',1.00000,'PIN 1.50 DIA X 7.75',09/12/2019,'Inventory'
25.00000,'43922',53,'IN','.102538','EA','',6.00000,'WELDMENT JAW PIN AXLE LOCK 1.50 X 2.50',09/12/2019,'Inventory'
18.00000,'43922',54,'IN','.102619','EA','',6.00000,'PIN 1 1/2 DIA ROUND X 3',09/12/2019,'Inventory'
122.84000,'43924',1,'IN','.093332','EA','',2.00000,'CABLE LANYARD 137"L 3/8" GALVANIZED STEE',09/05/2019,'Inventory'
162.57000,'43924',2,'IN','.093333','EA','',2.00000,'CABLE LANYARD 180"L 3/8" GALVANIZED STEE',09/05/2019,'Inventory'
162.57000,'43924',3,'IN','.093334','EA','',1.00000,'CABLE LANYARD 188"L 3/8" GALVANIZED STEE',09/05/2019,'Inventory'
175.76000,'43924',4,'IN','.093335','EA','',2.00000,'CABLE LANYARD 203"L 3/8" GALVANIZED STEE',09/05/2019,'Inventory'
166.44000,'43924',5,'IN','.093467','EA','',1.00000,'CABLE LANYARD 170"L 3/8" GALVANIZED STEE',09/05/2019,'Inventory'
3406.00000,'43927',1,'IN','.106900','EA','',3.00000,'RADIO CNTRL HETRONICS NA A62, A62T, A75',09/27/2019,'Inventory'
3406.00000,'43927',2,'IN','.106901','EA','',3.00000,'RADIO CNTRL HETRONICS EU A62, A62T, A75',09/27/2019,'Inventory'
239.00000,'43928',1,'IN','.096271','EA','',4.00000,'LOAD CELL  770 LB (350 KG)',11/27/2019,'Inventory'
20.75000,'43929',1,'IN','.063472','EA','',4.00000,'POWER CABLE FOR SF4 SYS/340',09/03/2019,'Inventory'
85.36000,'43929',2,'IN','.063800','EA','',6.00000,'DIGISENSOR ASSEMBLY  EPVR/347',09/03/2019,'Inventory'
123.32000,'43929',3,'IN','.650782','EA','',10.00000,'OEM DRIVE CARD  EA6117',09/03/2019,'Inventory'
87.50000,'43931',1,'IN','.095871','EA','',12.00000,'PROXIMITY SENSOR  8MM SENSE RANGE',09/13/2019,'Inventory'
35.50000,'43931',2,'IN','.095876','EA','',16.00000,'CORDSET  4-PIN  10 METER LONG',09/13/2019,'Inventory'
31.84000,'43931',12,'IN','.103666','EA','',1.00000,'RADIO CONTROL TETHER A62 3'' MAGNATEK 90',09/13/2019,'Inventory'
205.00000,'43932',1,'IN','.096440','EA','',5.00000,'SENSING UNIT 10 DEGREE SLOPE',10/17/2019,'Inventory'
722.42000,'43933',1,'IN','.096756','EA','',2.00000,'DECK BODY BOX ALUM 48 X 18 X 18',09/25/2019,'Inventory'
596.70000,'43933',7,'IN','.097626','EA','',2.00000,'UNDER BODY BOX ALUM 60 X 24 X 24',09/25/2019,'Inventory'
309.04000,'43934',1,'MT','.025428','EA','',4.00000,'TENSION LINK ALUMINUM UB50-60',10/10/2019,'Material'
35.00000,'43935',1,'IN','.033735','EA','',12.00000,'INCLINOMETER MODEL 2126-D',10/09/2019,'Inventory'
22.33000,'43937',1,'MT','.098287','EA','',10.00000,'SPACER 1.53 ID X 2.50 OD X 5.19 LG',09/18/2019,'Material'
4744.00000,'43938',1,'MT','.095941','EA','',1.00000,'AIR COMPRESSOR 40 CFM SHD-132',09/24/2019,'Material'
1220.00000,'43940',1,'MT','.065363','EA','',2.00000,'CYLINDER PLATFORM 4 X 12  2" ROD',08/29/2019,'Material'
2.15000,'43942',1,'IN','.022404','EA','',6.00000,'TERMINAL STRIP 8 POLE WAYTEK 47108',09/11/2019,'Inventory'
5.77000,'43942',2,'IN','.026466','EA','',2.00000,'PANEL 4 7/8 X 2 7/8 A6P4',09/11/2019,'Inventory'
19.12000,'43942',3,'IN','.028371','EA','',10.00000,'PLUG SWITCHCRAFT SL-40-4M',09/11/2019,'Inventory'
1.20000,'43942',4,'IN','.032714','EA','',50.00000,'DIODE 6 AMP MR750',09/11/2019,'Inventory'
4.12000,'43942',5,'IN','.034226','EA','',25.00000,'RELAY 12V 30 AMP SPDT 0-332-209-150',09/11/2019,'Inventory'
39.98000,'43942',6,'IN','.034227','EA','',4.00000,'RELAY 12V STEPPING S89R11DAC1-12',09/11/2019,'Inventory'
32.79000,'43942',7,'IN','.034781','EA','',2.00000,'RELAY 75 AMP  0 332 002 150',09/11/2019,'Inventory'
2.27000,'43942',8,'IN','.054825','EA','',25.00000,'RUBBER BOOT 44215 WAYTEK HALF BOOT',09/11/2019,'Inventory'
19.71000,'43942',9,'IN','.058096','EA','',6.00000,'GFI OUTLET 15 AMP  WT599-W  WHITE',09/11/2019,'Inventory'
19.93000,'43942',10,'IN','.059119','EA','',2.00000,'CIRCUIT BREAKER 12 VOLT DC 80 AMP 46913',09/11/2019,'Inventory'
104.21000,'43942',11,'IN','.061508','EA','',30.00000,'SWITCH BODY ASSEMBLY E50AR19',09/11/2019,'Inventory'
19.42000,'43942',12,'IN','.061510','EA','',10.00000,'SWITCH LEVER W/ ROLLER E50KL539',09/11/2019,'Inventory'
14.15000,'43942',13,'IN','.061592','EA','',10.00000,'SWITCH LEVER E50KL220',09/11/2019,'Inventory'
24.24000,'43942',14,'IN','.062462','EA','',2.00000,'ELECTRIC BOX VENT LARGE ANMV6',09/11/2019,'Inventory'
16.41000,'43942',15,'IN','.062753','EA','',4.00000,'SWITCH LEVER OFFSET E50KL29',09/11/2019,'Inventory'
1.99000,'43942',16,'IN','.062761','EA','',10.00000,'CIRCUIT BREAKER 30 AMP 12 VOLT 46430',09/11/2019,'Inventory'
15.75000,'43942',17,'IN','.062994','EA','',1.00000,'GFI OUTLET COVER DOUBLE VERTICAL 50450',09/11/2019,'Inventory'
19.27000,'43942',18,'IN','.063256','EA','',3.00000,'BELL BOX DOUBLE DEEP 3/4 OUTLETS',09/11/2019,'Inventory'
143.22000,'43942',19,'IN','.063519','EA','',2.00000,'HORN MODEL 450E-024',09/11/2019,'Inventory'
49.15000,'43942',20,'IN','.063520','EA','',2.00000,'WEATHERPROOF BOX  MODEL WB',09/11/2019,'Inventory'
119.72000,'43942',21,'IN','.063769','EA','',1.00000,'RELAY 4P4T 12VOLT DC PM17DY12',09/11/2019,'Inventory'
1.73000,'43942',22,'IN','.065067','EA','',2.00000,'BLANK COVER DOUBLE OUTLET',09/11/2019,'Inventory'
54.19000,'43942',23,'IN','.067524','EA','',1.00000,'JUNCTION BOX 6 X 4 X 4 A6044LP',09/11/2019,'Inventory'
30.39000,'43942',24,'IN','.091122','EA','',2.00000,'GFI OUTLET COVER MARINE GRADE',09/11/2019,'Inventory'
38.66000,'43942',25,'IN','.097169','EA','',3.00000,'JUNCTION BOX POLYCARBONATE 4.75 X 3.13',09/11/2019,'Inventory'
19.17000,'43942',26,'IN','.273080','EA','',4.00000,'TOGGLE SWITCH SPST ON OFF 1TL1-2',09/11/2019,'Inventory'
239.57000,'43943',1,'IN','.060668','EA','',2.00000,'MOTOR HYDRAULIC  8 CU IN',09/18/2019,'Inventory'
49.66000,'43943',2,'IN','.091112','EA','',5.00000,'TEMPERATURE SWITCH  113 DEGREE NO 1/2 NP',09/18/2019,'Inventory'
0.00000,'43945',1,'IN','.069550','EA','',10.00000,'CIRCUIT BREAKER 12 VOLT 20 AMP MAN RESET',09/03/2019,'Inventory'
492.24000,'43946',1,'IN','.100605','EA','',2.00000,'SWITCH PANEL NO PTO SWITCH OR HOUR METER',10/11/2019,'Inventory'
50.00000,'43951',1,'SC','106020','EA','SP297182',2.00000,'106020 MACHINE BUSHING',08/30/2019,'Subcontract'
35.00000,'43952',1,'SC','106062','EA','SP297185',1.00000,'106062 YELLOW ZINC PLATE',09/06/2019,'Subcontract'
25.00000,'43952',2,'SC','093608P','EA','SP297163',20.00000,'093608 YELLOW ZINC PLATE',09/06/2019,'Subcontract'
30.00000,'43954',1,'SC','106022-P','EA','SP297184',1.00000,'106022 NICKLE PLATE',09/06/2019,'Subcontract'
30.00000,'43954',4,'SC','106021-P','EA','SP297183',1.00000,'106021 NICKLE PLATE',09/06/2019,'Subcontract'
30.00000,'43954',7,'SC','106019-P','EA','SP297181',2.00000,'106019 NICKLE PLATE',09/06/2019,'Subcontract'
125.00000,'43955',1,'SC','106022','EA','SP297184',1.00000,'106022 T2 SENSOR ARM FABRICATE',08/30/2019,'Subcontract'
125.00000,'43955',2,'SC','106021','EA','SP297183',1.00000,'106021 T1 SENSOR ARM FABRICATE',08/30/2019,'Subcontract'
162.50000,'43955',3,'SC','106019','EA','SP297181',2.00000,'106019 SENSOR SHAFT',08/30/2019,'Subcontract'
65.00000,'43955',4,'SC','093608','EA','SP297163',20.00000,'093608 CHAIN LUG 3/4 514-B',08/30/2019,'Subcontract'
3.77000,'43957',1,'IN','.103672','EA','',2.00000,'DIN CONNECTOR FOR AIR VALVE 230-364',08/22/2019,'Inventory'
26.96000,'43958',1,'IN','.060586','EA','',5.00000,'WEAR PAD BOOM 3 INNER 1/2 X 4 NSM X 11',10/25/2019,'Inventory'
8.94000,'43958',2,'IN','.091157','EA','',24.00000,'WEARPAD .50 X 1.50 X 6.00',10/25/2019,'Inventory'
8.99000,'43962',1,'IN','.025291','EA','',4.00000,'BEARING DX  2 1/2 ID X 2 LG',10/11/2019,'Inventory'
15.02000,'43962',2,'IN','.064046','EA','',4.00000,'BEARING DX 3" ID X 3" LG',10/11/2019,'Inventory'
6.53000,'43962',3,'IN','.064137','EA','',8.00000,'BEARING DX 2 1/2 X 1 1/2',10/11/2019,'Inventory'
18.45000,'43962',4,'IN','.069720','EA','',1.00000,'FITTING 1704-12-16 90 DEG  JIC-CODE 61',10/11/2019,'Inventory'
46.86000,'43962',5,'IN','.069739','EA','',1.00000,'FITTING 24GSP-32FL90-080',10/11/2019,'Inventory'
42.81000,'43962',6,'IN','.090267','EA','',8.00000,'ROLLER McGILL  2 DIA X  1.25  CCYR-2-S',10/11/2019,'Inventory'
7.97000,'43962',7,'IN','.093739','EA','',10.00000,'HALF LINK #80 CHAIN COTTER TYPE',10/11/2019,'Inventory'
192.90000,'43962',8,'IN','.098542','EA','',4.00000,'CHAIN ROLLER  #80 STANDARD x 10 FT',10/11/2019,'Inventory'
50.56000,'43962',12,'IN','.335500','EA','',2.00000,'BUSHING 1 1/2 SELF ALIGNING BALL',10/11/2019,'Inventory'
1.21000,'43962',13,'MT','.102519','EA','',8.00000,'BUSHING OILLITE  EF1216-12',10/11/2019,'Material'
171.59000,'43963',1,'MT','.101738','EA','',12.00000,'FILTER RETURN MPF1811AC7A06HB01/250',11/01/2019,'Material'
1325.00000,'43964',1,'IN','.091561','EA','',1.00000,'PLATFORM WELDMENT AUXILIARY PLATFORM',10/04/2019,'Inventory'
100.00000,'43964',4,'IN','.160543','EA','',1.00000,'PLATFORM STEP A62-5 ALUMINUM',10/04/2019,'Inventory'
49.83000,'43965',1,'IN','.091048','EA','',8.00000,'COUNTERBALANCE VALVE CBCA-LBN  SUN',11/07/2019,'Inventory'
140.09000,'43966',1,'IN','.091023','EA','',1.00000,'HOSE CARRIER MA-60(550)FB OAL 30" #1 IN',09/26/2019,'Inventory'
110.00000,'43968',2,'IN','.106054','EA','',4.00000,'TENSION LINK B3 A62-5',08/29/2019,'Inventory'
25.00000,'43968',3,'MT','.091578','EA','',4.00000,'PLATE, SIDE LADDER',08/29/2019,'Material'
125.00000,'43969',1,'IN','.102167','EA','',2.00000,'PEDESTAL  PLATE SHORT A75',09/06/2019,'Inventory'
30.00000,'43969',2,'IN','.102168','EA','',4.00000,'PEDESTAL  STIFFENER PLATE  A75',09/06/2019,'Inventory'
15.00000,'43969',3,'IN','.102169','EA','',8.00000,'PEDESTAL  GUSSET PLATE  A75',09/06/2019,'Inventory'
150.00000,'43969',4,'MT','.093945','EA','',2.00000,'PEDESTAL  PLATE LONG A75',09/06/2019,'Material'
650.00000,'43969',7,'MT','.102165','EA','',1.00000,'PEDESTAL BASE PLATE A75',09/06/2019,'Material'
125.00000,'43970',1,'IN','.102167','EA','',4.00000,'PEDESTAL  PLATE SHORT A75',09/20/2019,'Inventory'
30.00000,'43970',2,'IN','.102168','EA','',8.00000,'PEDESTAL  STIFFENER PLATE  A75',09/20/2019,'Inventory'
15.00000,'43970',3,'IN','.102169','EA','',16.00000,'PEDESTAL  GUSSET PLATE  A75',09/20/2019,'Inventory'
150.00000,'43970',4,'MT','.093945','EA','',4.00000,'PEDESTAL  PLATE LONG A75',09/20/2019,'Material'
650.00000,'43970',7,'MT','.102165','EA','',2.00000,'PEDESTAL BASE PLATE A75',09/20/2019,'Material'
0.00000,'43971',1,'IN','.064508','EA','',1.00000,'DECAL LADDER CAPACITY 300 LB',09/20/2019,'Inventory'
53.00000,'43973',1,'IN','.095870','EA','',25.00000,'TILT SWITCH  EC2061',09/13/2019,'Inventory'
112.32000,'43974',1,'IN','.066560','EA','',4.00000,'CYLINDER GUARD T2 LVL 14 GA HR X 37-1/2',09/12/2019,'Inventory'
10.74000,'43974',4,'IN','.066561','EA','',4.00000,'CYLINDER GUARD B2 14 GA HR X 45 1/4',09/12/2019,'Inventory'
14.80000,'43974',5,'IN','.066562','EA','',4.00000,'CYLINDER GUARD  B3, LV 14 GA HR X 46 1/4',09/12/2019,'Inventory'
