'Amt','Pono','RowNum','ReqPrc.RequisitType','ReqPrc.ItemNo','ReqPrc.UOMPurchase','ReqPrc.JobNo','Qtyremn','Desc','Reqdate','0.cLineTypeDesc'
97.85000,'43449',5,'IN','.097977','EA','',7.00000,'JOYSTICK MAGNATEK XLTX',10/23/2019,'Inventory'
97.85000,'43449',7,'IN','.097977','EA','',7.00000,'JOYSTICK MAGNATEK XLTX',01/03/2020,'Inventory'
97.85000,'43449',9,'IN','.097977','EA','',7.00000,'JOYSTICK MAGNATEK XLTX',04/08/2020,'Inventory'
4653.00000,'43491',1,'IN','.067509','EA','',1.00000,'VALVE 7 SPOOL PROPORTIONAL A30',08/20/2019,'Inventory'
1913.43000,'43491',2,'IN','.100999','EA','',5.00000,'MAIN TURRET HYDRAULIC MANIFOLD ASSY',08/20/2019,'Inventory'
189392.00000,'43511',1,'NS','','EA','',1.00000,'CHASSIS 2020 KENWORTH T880',09/27/2019,'Non-Inventory'
305.29000,'43518',1,'IN','.095164','EA','',5.00000,'LINE BODY DOUBLE LB10775S',10/10/2019,'Inventory'
7570.00000,'43541',1,'IN','.103770','EA','',2.00000,'ENGINE ISUZU 10 KW  3CE1 TIER 4 FINAL',07/31/2019,'Inventory'
31.84000,'43550',3,'IN','.103666','EA','',2.00000,'RADIO CONTROL TETHER A62 3'' MAGNATEK 90',06/25/2019,'Inventory'
31.00000,'43551',1,'IN','.067489','EA','',2.00000,'DECAL ASPEN A30  6 X 38',06/25/2019,'Inventory'
34.00000,'43551',2,'IN','.103398','EA','',2.00000,'DECAL ASPEN 10" H X 43" LG',06/25/2019,'Inventory'
29.57000,'43561',1,'IN','.064074','EA','',4.00000,'NOISE FILTER',06/13/2019,'Inventory'
29.24000,'43564',1,'IN','.069552','EA','',3.00000,'CIRCUIT BREAKER 12 VOLT 80 AMP MAN RESET',06/25/2019,'Inventory'
318.00000,'43567',1,'IN','.093616','EA','',4.00000,'PLATE CTWT 6 X 9 X 33 1/2',07/12/2019,'Inventory'
905.00000,'43567',2,'IN','.093617','EA','',4.00000,'PLATE CTWT 4 X 34 1/2 X 37 1/2',07/12/2019,'Inventory'
1072.00000,'43567',3,'IN','.093618','EA','',2.00000,'PLATE CTWT 6 X 34 1/2 X 37 1/2',07/12/2019,'Inventory'
479.00000,'43567',4,'IN','.063137','EA','',2.00000,'PLATE 4 X 20 X 33 1/2',07/12/2019,'Inventory'
0.50448,'43567',5,'IN','.091757','LB','',3500.00000,'COUNTERWEIGHT LOOSE PIECE A52/62 OFFSET',07/12/2019,'Inventory'
2796.00000,'43567',6,'IN','.097629','EA','',2.00000,'COUNTERWEIGHT STACK 16" OFFSET',07/12/2019,'Inventory'
441.00000,'43567',7,'IN','.063726','EA','',2.00000,'CTWT PLATE 4 X 24 X 24',07/12/2019,'Inventory'
808.00000,'43567',8,'IN','.063727','EA','',1.00000,'CTWT PLATE 6 1/2 X 24 X 34 1/2',07/12/2019,'Inventory'
619.00000,'43567',9,'IN','.064068','EA','',1.00000,'PLATE CTWT 4 X 31 X 34 1/2',07/12/2019,'Inventory'
0.42317,'43567',10,'IN','.064581','LB','',10400.00000,'COUNTERWEIGHT PLATE UB30',07/12/2019,'Inventory'
4773.60000,'43609',1,'IN','.097133','EA','',2.00000,'VALVE 10 SPOOL HAWE A62',09/12/2019,'Inventory'
4781.00000,'43609',4,'IN','.103643','EA','',1.00000,'VALVE 10 SPOOL HAWE A75 6963 0773-66.HW',09/12/2019,'Inventory'
50.00000,'43610',1,'SC','093573','EA','SP295269',2.00000,'093573 YELLOW ZINC PLATE',08/08/2019,'Subcontract'
42.50000,'43610',2,'SC','098273','EA','SP295353',4.00000,'098273 YELLOW ZINC PLATE',08/08/2019,'Subcontract'
782.00000,'43614',4,'IN','.091150','EA','',5.00000,'CYLINDER BOOM 4 TELE A62  2.0 X 36 X 1.0',09/13/2019,'Inventory'
1969.00000,'43614',7,'IN','.091153','EA','',5.00000,'CYLINDER BOOM 1 A62  6.0 X 30 X 3.0',09/13/2019,'Inventory'
699.00000,'43614',10,'MT','.091201','EA','',7.00000,'CYLINDER LEVEL A62  3.5 X 12.38 x 1.5',09/13/2019,'Material'
5293.50000,'43627',1,'IN','.104577','EA','',1.00000,'SUBRAME WELDMENT A75 S/N 10347  34"',09/06/2019,'Inventory'
336.00000,'43627',2,'SC','093944','EA','SP295273',1.00000,'093944 WELDING TOWER A75',09/06/2019,'Subcontract'
157.50000,'43627',3,'SC','SURFACE','EA','SP295273',1.00000,'SURFACE BEARING PL',09/06/2019,'Subcontract'
7570.00000,'43638',1,'IN','.103770','EA','',2.00000,'ENGINE ISUZU 10 KW  3CE1 TIER 4 FINAL',09/12/2019,'Inventory'
52.69000,'43644',6,'IN','.100465','EA','',2.00000,'WAIST BELT - MAGNATEK 2008',08/16/2019,'Inventory'
368.78000,'43644',7,'IN','.100915','EA','',1.00000,'RADIO CONTROL TETHER A75 140'' MAGNATEK',08/16/2019,'Inventory'
3.35000,'43646',3,'IN','.067616','EA','',100.00000,'DEUTSCH SOCKET 0462-201-16141',08/06/2019,'Inventory'
52.37000,'43651',2,'IN','.097496','EA','',3.00000,'SUPPORT PLATE  1/4" GR50',11/18/2019,'Inventory'
43.36000,'43651',3,'IN','.097497','EA','',6.00000,' BENT PLATE  1/4" GR50',11/18/2019,'Inventory'
25.00000,'43652',35,'IN','.102538','EA','',1.00000,'WELDMENT JAW PIN AXLE LOCK 1.50 X 2.50',08/22/2019,'Inventory'
956.87000,'43653',1,'IN','.104538','EA','',1.00000,'PTO MC1-A1007-HX-3 CB PW',09/05/2019,'Inventory'
732.39000,'43653',2,'IN','.104540','EA','',1.00000,'EXTENDED SHAFT ASSY 4000 SERIES',09/05/2019,'Inventory'
87.50000,'43656',1,'IN','.095871','EA','',25.00000,'PROXIMITY SENSOR  8MM SENSE RANGE',09/03/2019,'Inventory'
22.50000,'43656',2,'IN','.095874','EA','',6.00000,'CORDSET  4-PIN  4 METER LONG',09/03/2019,'Inventory'
35.50000,'43656',3,'IN','.095876','EA','',15.00000,'CORDSET  4-PIN  10 METER LONG',09/03/2019,'Inventory'
41.97000,'43656',4,'IN','.097659','EA','',2.00000,'RADIO CONTROL TETHER A62 6 FT MAGNATEK',09/03/2019,'Inventory'
38.06000,'43656',5,'IN','.098444','EA','',4.00000,'CORDSET  4-PIN X 6 METER RIGHT ANGLE',09/03/2019,'Inventory'
43.63000,'43656',6,'IN','.098449','EA','',4.00000,'E-STOP MOMENTARY RED SWITCH W/LED',09/03/2019,'Inventory'
313.25000,'43656',7,'IN','.098453','EA','',6.00000,'LEVEL SENSOR .5 TO 4.5 VDC  +/- 10 DEGRE',09/03/2019,'Inventory'
99.73000,'43656',8,'IN','.100578','EA','',1.00000,'EZ LIGHT K50LGRALS4YP 3-COLOR',09/03/2019,'Inventory'
40.02000,'43656',9,'IN','.100958','EA','',6.00000,'CORDSET  4-PIN  15 METER LONG',09/03/2019,'Inventory'
31.84000,'43656',10,'IN','.103666','EA','',2.00000,'RADIO CONTROL TETHER A62 3'' MAGNATEK 90',09/03/2019,'Inventory'
61.75000,'43656',11,'IN','.104044','EA','',4.00000,'E-STOP MOMENTARY SWITCH W/LED',09/03/2019,'Inventory'
9.40000,'43656',12,'IN','.104053','EA','',4.00000,'M12 CAP MALE THREAD TURCK RS-MC',09/03/2019,'Inventory'
3695.65000,'43660',2,'IN','.100622','EA','',1.00000,'LIGHTBAR FREEDOM IV  72" A/W/A/W',09/04/2019,'Inventory'
4808.00000,'43666',1,'IN','.093545','EA','',1.00000,'BOOM 3 INNER WELDMENT A75 STEEL',09/11/2019,'Inventory'
792.00000,'43666',2,'IN','.102000','EA','',1.00000,'THIRD KNUCKLE LINK WELDMENT A75',09/11/2019,'Inventory'
178.00000,'43666',5,'IN','.102004','EA','',2.00000,'TENSION LINK B3 A75',09/11/2019,'Inventory'
6635.00000,'43666',6,'IN','.102009','EA','',1.00000,'WELDMENT BOOM-2 A75-1',09/11/2019,'Inventory'
3390.00000,'43666',9,'IN','.102024','EA','',1.00000,'TURRET-2 LOWER WELDMENT A75-1',09/11/2019,'Inventory'
5278.00000,'43666',12,'IN','.102030','EA','',1.00000,'TURRET-2 UPPER WELDMENT A75-1',09/11/2019,'Inventory'
6849.00000,'43666',13,'IN','.102040','EA','',1.00000,'WELDMENT T1 A75 -1',09/11/2019,'Inventory'
8720.00000,'43666',16,'IN','.102054','EA','',1.00000,'WELDMENT A75-1 BOOM 1',09/11/2019,'Inventory'
1245.00000,'43666',19,'IN','.102074','EA','',1.00000,'WELDMENT B4 INNER A75',09/11/2019,'Inventory'
7142.00000,'43666',22,'IN','.102086','EA','',1.00000,'BOOM 3 OUTER WELDMENT A75 STEEL',09/11/2019,'Inventory'
1340.00000,'43666',25,'IN','.102099','EA','',1.00000,'WELDMENT B4 OUTER A75',09/11/2019,'Inventory'
3542.00000,'43666',28,'IN','.102113','EA','',1.00000,'COUNTERWEIGHT SHELL WELDMENT A75 51" R',09/11/2019,'Inventory'
307.00000,'43666',31,'IN','.102151','EA','',1.00000,'COUNTERWEIGHT COVER WELDMENT A75-1',09/11/2019,'Inventory'
738.00000,'43666',34,'IN','.102490','EA','',1.00000,'WELDMENT PLATFORM MOUNT A75',09/11/2019,'Inventory'
175.00000,'43666',35,'IN','.102493','EA','',2.00000,'WELDMENT PLATFORM ANCHOR A75',09/11/2019,'Inventory'
480.56000,'43671',1,'IN','.091134','EA','',10.00000,'MOTOR - ROTATION MANIFOLD ASSY A52/62',09/13/2019,'Inventory'
0.07416,'43679',5,'NS','','FT','',50.00000,'WIRE 14 GA GXL YELLOW',07/02/2019,'Non-Inventory'
0.05459,'43679',8,'NS','','FT','',70.00000,'WIRE 16 GA GXL PINK',07/02/2019,'Non-Inventory'
426.43000,'43686',1,'MT','.097268','EA','',1.00000,'COUNTERWEIGHT COVER WELDMENT AUX PLATFOR',08/16/2019,'Material'
2756.00000,'43686',4,'MT','.093741','EA','',1.00000,'COUNTERWEIGHT SHELL WELDMENT OFFSET',08/16/2019,'Material'
598.00000,'43686',5,'MT','.093882','EA','',1.00000,'THIRD KNUCKLE LINK WELDMENT A52-A62',08/16/2019,'Material'
80.00000,'43686',6,'MT','.102107','EA','',2.00000,'TENSION LINK PLATFORM A52/A62/75',08/16/2019,'Material'
223.00000,'43686',9,'MT','.106003','EA','',1.00000,'BOOM REST WELDMENT T1- OFFSET',08/16/2019,'Material'
5081.00000,'43686',10,'MT','.106009','EA','',1.00000,'WELDMENT A62-5 BOOM 2',08/16/2019,'Material'
3589.52000,'43686',11,'MT','.106012','EA','',1.00000,'BOOM 3 OUTER WELDMENT A62-5',08/16/2019,'Material'
5264.00000,'43686',12,'MT','.106000','EA','',1.00000,'WELDMENT T1 A62-5',08/16/2019,'Material'
4257.00000,'43686',13,'MT','.106051','EA','',1.00000,'WELDMENT A62-5 BOOM 1',08/16/2019,'Material'
2371.00000,'43686',14,'MT','.106007','EA','',1.00000,'TURRET-2 LOWER WELDMENT A52/A62-5',08/16/2019,'Material'
460.00000,'43686',15,'MT','.106015','EA','',1.00000,'LEVEL FRAME WELDMENT A62-5',08/16/2019,'Material'
3489.00000,'43686',16,'MT','.106055','EA','',1.00000,'BOOM 3 INNER WELDMENT A62-5',08/16/2019,'Material'
1025.00000,'43686',17,'MT','.106061','EA','',1.00000,'WELDMENT BOOM 4 INNER A62-5',08/16/2019,'Material'
973.00000,'43686',18,'MT','.106014','EA','',1.00000,'WELDMENT BOOM 4 OUTER A62-5',08/16/2019,'Material'
3329.00000,'43686',19,'MT','.106006','EA','',1.00000,'TURRET-2 UPPER WELDMENT A52/A62-5',08/16/2019,'Material'
65.00000,'43687',19,'IN','.097812','EA','',4.00000,'CASTER MOUNT WELDMENT',09/13/2019,'Inventory'
4500.00000,'43688',1,'MT','.160565','EA','',1.00000,'PLATFORM ASSEMBLY A62-5 EN 280',08/30/2019,'Material'
100.00000,'43688',2,'MT','.160563','EA','',1.00000,'TOOL TRAY ALUMINUM - BOLT ON',08/30/2019,'Material'
4.44000,'43706',1,'MT','.053039','FT','',24.00000,'TUBE SQUARE 2 X 2 X 3/16 A 500 GRB',07/11/2019,'Material'
50.00000,'43715',1,'SC','093684','EA','SP296530',2.00000,'093684 YELLOW ZINC PLATE',07/26/2019,'Subcontract'
25.00000,'43716',1,'SC','093606P','EA','SP296526',20.00000,'093606P YELLOW ZINC PLATE',07/12/2019,'Subcontract'
55.00000,'43717',1,'SC','093604','EA','SP296524',9.00000,'093604 BORE SPROCKET',08/09/2019,'Subcontract'
229.43000,'43724',3,'IN','.095748','EA','',6.00000,'CAMERA COLOR BRIGADE  BE-801C NTSC',08/02/2019,'Inventory'
30.00000,'43726',1,'IN','.069563','EA','',1.00000,'BACKUP ALARM  STAR 62-097',08/02/2019,'Inventory'
114.56000,'43728',1,'IN','.063673','EA','',1.00000,'INTANK IMMERSION HEATER 120 V 860-9098',09/06/2019,'Inventory'
49.56000,'43728',2,'IN','.095696','EA','',1.00000,'THERMOSTAT 3/4" NPT 55 DEG OFF',09/06/2019,'Inventory'
84.58000,'43728',3,'IN','.095697','EA','',1.00000,'CORD FOR THERMOSTAT  3600065 CORD SET',09/06/2019,'Inventory'
465.42000,'43731',1,'MT','.028010','EA','',1.00000,'HOSE CARRIER SC-75 GTW 11811',09/09/2019,'Material'
140.09000,'43731',2,'IN','.091023','EA','',1.00000,'HOSE CARRIER MA-60(550)FB OAL 30" #1 IN',09/09/2019,'Inventory'
10.00000,'43732',1,'IN','.095792','EA','',10.00000,'DECAL CAUTION BM 2  STOW',09/18/2019,'Inventory'
50.00000,'43732',2,'IN','.100034','EA','',10.00000,'DECAL A62 RULES BOOM AND PLATFORM',09/18/2019,'Inventory'
5293.50000,'43736',1,'IN','.104625','EA','',1.00000,'SUBRAME WELDMENT A62 S/N 10346',09/06/2019,'Inventory'
157.50000,'43736',2,'SC','SURFACE','EA','SP293425',1.00000,'SURFACE BEARING PL',09/06/2019,'Subcontract'
336.00000,'43736',4,'SC','102164','EA','SP293425',1.00000,'102164 WELDING TOWER A75',09/06/2019,'Subcontract'
985.76000,'43743',1,'IN','.095191','EA','',2.00000,'VALVE 1 SPOOL PROPORTIONAL   CVA-3556',09/13/2019,'Inventory'
81.11000,'43743',2,'IN','.096773','EA','',6.00000,'SOLENOID  VALVE A62 DUMP EATON',09/13/2019,'Inventory'
2978.78000,'43743',3,'MT','.097656','EA','',2.00000,'RADIO CONTROL PACKAGE A-62 BOOM UNIT',09/13/2019,'Material'
338.55000,'43743',4,'IN','.097658','EA','',2.00000,'RADIO CONTROL TETHER A5262 125'' MAGNATEK',09/13/2019,'Inventory'
171.14000,'43743',5,'MT','.100992','EA','',2.00000,'RADIO TRANSMITTER HARNESS MAGNATEK',09/13/2019,'Material'
1571.13000,'43744',1,'MT','.103550','EA','',6.00000,'RADIO CONTROL 8 FUNCTION A62 NBB',08/06/2019,'Material'
31.60000,'43747',6,'IN','.104518','EA','',16.00000,'CAPSCREW 1-14 NF X 10 1/2 GR 8 ZINC',08/28/2019,'Inventory'
32.00000,'43750',1,'IN','.092183','EA','',4.00000,'PIN 1.50 DIA X 12.75',10/02/2019,'Inventory'
27.00000,'43750',4,'IN','.092184','EA','',2.00000,'PIN 1.50 DIA X 9.88',10/02/2019,'Inventory'
26.00000,'43750',7,'IN','.092186','EA','',2.00000,'PIN 1.50 DIA X 8.00',10/02/2019,'Inventory'
20.00000,'43750',10,'IN','.092189','EA','',8.00000,'PIN .625 DIA X 2.00',10/02/2019,'Inventory'
165.00000,'43750',13,'IN','.097300','EA','',4.00000,'PIN 3.00 DIA X 20.25',10/02/2019,'Inventory'
160.00000,'43750',16,'IN','.097301','EA','',2.00000,'PIN 3.00 DIA X 17.38',10/02/2019,'Inventory'
110.00000,'43750',19,'IN','.097302','EA','',2.00000,'PIN 2.50 DIA X 20.25',10/02/2019,'Inventory'
102.00000,'43750',22,'IN','.097303','EA','',2.00000,'PIN 2.50 DIA X 18.75',10/02/2019,'Inventory'
92.00000,'43750',25,'IN','.097304','EA','',2.00000,'PIN 2.50 DIA X 16.50',10/02/2019,'Inventory'
88.00000,'43750',28,'IN','.097305','EA','',4.00000,'PIN 2.50 DIA X 12.38',10/02/2019,'Inventory'
107.00000,'43750',31,'IN','.097306','EA','',4.00000,'PIN 2.50 DIA X 15.063',10/02/2019,'Inventory'
65.00000,'43750',34,'IN','.097307','EA','',2.00000,'PIN 2.00 DIA X 12.88',10/02/2019,'Inventory'
58.00000,'43750',37,'IN','.097308','EA','',2.00000,'ROD END PIN KEEPER .75 DIA X 5.00',10/02/2019,'Inventory'
100.00000,'43750',40,'IN','.097313','EA','',2.00000,'PIN 2.50 DIA X 17.50',10/02/2019,'Inventory'
56.00000,'43750',43,'IN','.098032','EA','',10.00000,'ROD END PIN KEEPER .62 DIA X 6.00',10/02/2019,'Inventory'
39.00000,'43750',46,'IN','.098285','EA','',2.00000,'PIN 1.50 DIA X 11.00',10/02/2019,'Inventory'
25.00000,'43750',49,'IN','.102538','EA','',6.00000,'WELDMENT JAW PIN AXLE LOCK 1.50 X 2.50',10/02/2019,'Inventory'
24.00000,'43750',50,'IN','.102544','EA','',6.00000,'PIN AXLE LOCK 1 1/2 4140 TGP X 3.125',10/02/2019,'Inventory'
20.00000,'43750',51,'IN','.102588','EA','',6.00000,'PIN WELDMENT CRR 1 X 4 1/8',10/02/2019,'Inventory'
20.00000,'43750',52,'IN','.102590','EA','',6.00000,'PIN WELDMENT CRR 1 X 4 9/16',10/02/2019,'Inventory'
18.00000,'43750',53,'IN','.102619','EA','',6.00000,'PIN 1 1/2 DIA ROUND X 3',10/02/2019,'Inventory'
87.50000,'43756',1,'IN','.095871','EA','',25.00000,'PROXIMITY SENSOR  8MM SENSE RANGE',08/15/2019,'Inventory'
35.50000,'43756',2,'IN','.095876','EA','',15.00000,'CORDSET  4-PIN  10 METER LONG',08/15/2019,'Inventory'
0.69000,'43756',3,'IN','.097079','EA','',20.00000,'LOCK WASHER FOR PROX SWITCH LW-18',08/15/2019,'Inventory'
31.84000,'43756',4,'IN','.103666','EA','',1.00000,'RADIO CONTROL TETHER A62 3'' MAGNATEK 90',08/15/2019,'Inventory'
1695.00000,'43762',1,'IN','.093602','EA','',5.00000,'CYLINDER COUNTERWEIGHT 4 X 30 X 2.25',10/09/2019,'Inventory'
792.41000,'43765',1,'IN','.064847','EA','',2.00000,'HYDRAULIC TANK BOX 34"',08/09/2019,'Inventory'
854.25000,'43765',4,'IN','.067716','EA','',2.00000,'ENGINE  BOX WELDMENT 48.00  ISUZU 3CD1',08/09/2019,'Inventory'
23.00000,'43766',1,'IN','.102605','EA','',6.00000,'AXLE LOCK BLADE COVER 1/4 100 XF',08/16/2019,'Inventory'
230.00000,'43766',2,'IN','.102607','EA','',6.00000,'AXLE LOCKOUT BLADE WELDMENT',08/16/2019,'Inventory'
197.00000,'43766',3,'IN','.102611','EA','',6.00000,'LOCKOUT WELDMENT- REAR AXLE LOCK',08/16/2019,'Inventory'
95.00000,'43766',6,'IN','.102615','EA','',6.00000,'TOMBSTONE PLATE 1" A514  X 5 X 7.63',08/16/2019,'Inventory'
203.00000,'43766',9,'IN','.102616','EA','',8.00000,'LOCK BAR ADJUSTING HOUSING WELDMENT',08/16/2019,'Inventory'
253.57000,'43781',1,'NS','','EA','',1.00000,'103961 DP700 JUNCTION BOX SP295295',09/13/2019,'Non-Inventory'
1665.55000,'43781',2,'NS','','EA','',1.00000,'103987 T-1 JUNCTION BOX SP295296',09/13/2019,'Non-Inventory'
324.43000,'43781',3,'NS','','EA','',1.00000,'103988 BOOM-2 JUNCTION BOX SP 295297',09/13/2019,'Non-Inventory'
317.03000,'43781',4,'NS','','EA','',1.00000,'103995 PLATFORM JUNCTION BOX SP 295298',09/13/2019,'Non-Inventory'
253.57000,'43782',1,'NS','','EA','',1.00000,'103961 DP700 JUNCTION BOX SP296552',09/27/2019,'Non-Inventory'
1648.43000,'43782',2,'NS','','EA','',1.00000,'103982 T-1 JUNCTION BOX SP296553',09/27/2019,'Non-Inventory'
307.70000,'43782',3,'NS','','EA','',1.00000,'103983 BOOM-2 JUNCTION BOX SP 296554',09/27/2019,'Non-Inventory'
250.58000,'43782',4,'NS','','EA','',1.00000,'103984 PLATFORM JUNCTION BOX SP 296555',09/27/2019,'Non-Inventory'
441.00000,'43786',1,'IN','.097643','EA','',3.00000,'INTERCOM CONTROL FRC REMOTE ONLY',08/13/2019,'Inventory'
4786.57000,'43800',1,'NS','','EA','',1.00000,'VALVE REPAIRS QUOTE: SRO002672',07/22/2019,'Non-Inventory'
203.74000,'43820',1,'IN','.034255','EA','',25.00000,'COUNTERBALANCE VALVE MANIFOLD 983002',10/24/2019,'Inventory'
5.89000,'43821',1,'IN','.063047','EA','',10.00000,'LIGHT RED IND1118',07/31/2019,'Inventory'
117853.00000,'43825',1,'NS','','EA','',1.00000,'CHASSIS 2020 FREIGHTLINER 114SD',10/10/2019,'Non-Inventory'
4030.57000,'43826',1,'MT','.067516','EA','',1.00000,'VALVE 6 SPOOL PROPORTIONAL A40',10/03/2019,'Material'
104.65000,'43834',1,'IN','.098633','EA','',2.00000,'SOLENOID AIR 12V NO 3/8 NPT W/ 12 V COIL',08/22/2019,'Inventory'
15.00000,'43835',1,'IN','.091162','EA','',10.00000,'BUMPER 3.00 DIA X 2.00',09/03/2019,'Inventory'
15.81000,'43840',1,'IN','.096774','EA','',6.00000,'COIL DIN TYPE A62 DUMP VALVE EATON',09/06/2019,'Inventory'
2978.78000,'43840',2,'IN','.097656','EA','',2.00000,'RADIO CONTROL PACKAGE A-62 BOOM UNIT',09/06/2019,'Inventory'
338.55000,'43840',3,'IN','.097658','EA','',2.00000,'RADIO CONTROL TETHER A5262 125'' MAGNATEK',09/06/2019,'Inventory'
87.50000,'43841',1,'IN','.095871','EA','',22.00000,'PROXIMITY SENSOR  8MM SENSE RANGE',09/13/2019,'Inventory'
25.00000,'43846',1,'IN','.026145','EA','',8.00000,'ROLLER HOLDER 1 ROUND X 5 1/8',08/13/2019,'Inventory'
100.00000,'43847',1,'IN','.093483','EA','',1.00000,'PLATFORM STEP A40 ALUMINUM',09/19/2019,'Inventory'
3500.00000,'43847',2,'IN','.093497','EA','',1.00000,'PLATFORM ASSEMBLY A40 SOLID SIDES ALUM',09/19/2019,'Inventory'
172.50000,'43848',1,'MT','.062982','EA','',10.00000,'CYLINDER 3 X 9  REAR AXLE LOCK TANDEM',11/08/2019,'Material'
65.00000,'43850',1,'IN','.062374','EA','',2.00000,'LED MAP UB40',08/23/2019,'Inventory'
1775.90000,'43851',1,'IN','.097134','EA','',3.00000,'INTERCOM KIT FRC  ICA902-213',09/12/2019,'Inventory'
181.30000,'43851',8,'IN','.097597','EA','',1.00000,'INTERCOM SPEAKER FRC',09/12/2019,'Inventory'
19.81000,'43853',1,'IN','.061264','EA','',48.00000,'ROLLER NYLON',11/14/2019,'Inventory'
1104.00000,'43854',1,'IN','.069440','EA','',10.00000,'GEARBOX 30:1  AT15509S W/ ECCENTRIC RING',11/07/2019,'Inventory'
1329.00000,'43855',1,'IN','.062999','EA','',8.00000,'CYLINDER 6 X 24 BOOM1 UB40-60 & A75',11/14/2019,'Inventory'
32.22000,'43862',1,'MT','.066004','EA','',2.00000,'NUT 2-1/2 12 NF PLATED -CLASS 1 THREAD',08/05/2019,'Material'
138101.00000,'43865',1,'NS','','EA','',1.00000,'CHASSIS 2020 KENWORTH T880',12/20/2019,'Non-Inventory'
184141.00000,'43866',1,'NS','','EA','',1.00000,'CHASSIS 2020 KENWORTH T880 TWIN STEER',02/14/2020,'Non-Inventory'
1000.00000,'43866',3,'NS','','EA','',1.00000,'MANUALS ONE FULL SET PRINTED',02/14/2020,'Non-Inventory'
3489.00000,'43869',1,'MT','.093456','EA','',1.00000,'BOOM 3 INNER WELDMENT A62-3',08/28/2019,'Material'
10.00000,'43871',1,'SC','102551P','EA','SP297038',20.00000,'102551 YELLOW ZINC PLATE',10/08/2019,'Subcontract'
75.00000,'43872',1,'SC','026731','EA','SP296937',2.00000,'026731 BORE WELDMENT',09/26/2019,'Subcontract'
1357.40000,'43873',1,'MT','.095703','EA','',1.00000,'POWER PACK WELDMENT 64"',08/22/2019,'Material'
859.34000,'43873',4,'MT','.069158','EA','',1.00000,'HYDRAULIC TANK BOX 52"',08/22/2019,'Material'
859.34000,'43874',1,'IN','.069158','EA','',1.00000,'HYDRAULIC TANK BOX 52"',09/20/2019,'Inventory'
179.74000,'43874',4,'IN','.101207','EA','',1.00000,'ENGINE COVER WELDMENT',09/20/2019,'Inventory'
854.25000,'43874',7,'IN','.101417','EA','',1.00000,'TANK  BOX WELDMENT 34"  B32/B40',09/20/2019,'Inventory'
190.39000,'43874',10,'IN','.101460','EA','',1.00000,'TANK COVER WELDMENT 34 BOX',09/20/2019,'Inventory'
166.32000,'43874',13,'IN','.101635','EA','',1.00000,'DOOR WELDMENT 47" ENGINE BOX',09/20/2019,'Inventory'
210.17000,'43874',16,'IN','.101647','EA','',1.00000,'DOOR WELDMENT 34" TANK BOX',09/20/2019,'Inventory'
854.25000,'43874',19,'IN','.101696','EA','',1.00000,'ENGINE  BOX WELDMENT 48" ISUZU',09/20/2019,'Inventory'
792.41000,'43874',20,'MT','.064847','EA','',3.00000,'HYDRAULIC TANK BOX 34"',09/20/2019,'Material'
854.25000,'43874',23,'MT','.067716','EA','',3.00000,'ENGINE  BOX WELDMENT 48.00  ISUZU 3CD1',09/20/2019,'Material'
859.34000,'43874',26,'MT','.069158','EA','',1.00000,'HYDRAULIC TANK BOX 52"',09/20/2019,'Material'
1357.40000,'43874',29,'MT','.095703','EA','',2.00000,'POWER PACK WELDMENT 64"',09/20/2019,'Material'
10.00000,'43875',1,'IN','.091245','EA','',3.00000,'PLATE CYLINDER GUARD .25 X 8.38L A656-80',08/28/2019,'Inventory'
15.00000,'43875',2,'MT','.098327','EA','',10.00000,'MOUNTING CLIP 3/8 A514 5.50 X 13.25',08/28/2019,'Material'
62.37000,'43875',3,'MT','.101589','EA','',2.00000,'MOUNT PLATE RAIL PULL-OUT 3/16 A572-50',08/28/2019,'Material'
5.00000,'43875',6,'MT','.103427','EA','',20.00000,'COVER PLATE 1/8 DECK PL X 7 1/4 X 7 1/4',08/28/2019,'Material'
3.50000,'43875',9,'SC','102551','EA','SP297038',20.00000,'102551 CYLINDER PIN CAP',08/28/2019,'Subcontract'
52.00000,'43875',10,'MT','.102728','EA','',8.00000,'AXLE LOCK CAP PLATE 1" A514 8 X 12',08/28/2019,'Material'
56.00000,'43875',13,'MT','.093433','EA','',5.00000,'ROLLER MOUNT WELDMENT A62  BOOM-3',08/28/2019,'Material'
185.00000,'43875',14,'MT','.101135','EA','',4.00000,'WELDMENT SLIDER PAD B-32',08/28/2019,'Material'
29.86000,'43876',1,'IN','.093646','EA','',12.00000,'COUNTER WEIGHT COVER PLATE',10/04/2019,'Inventory'
125.00000,'43876',2,'IN','.102820','EA','',6.00000,'WELDMENT BEARING MOUNT SLIDING CTWT',10/04/2019,'Inventory'
2734.00000,'43876',3,'IN','.102825','EA','',6.00000,'SLIDING COUNTERWEIGHT CARRIER WELDMENT',10/04/2019,'Inventory'
140.00000,'43877',1,'IN','.102545','EA','',14.00000,'LOWER FRONT AXLE LOCK WELDMENT',10/18/2019,'Inventory'
550.00000,'43877',2,'IN','.102595','EA','',5.00000,'REAR AXLE LOCK SUBFRAME MOUNT LH',10/18/2019,'Inventory'
550.00000,'43877',5,'IN','.102596','EA','',5.00000,'REAR AXLE LOCK SUBFRAME MOUNT RH',10/18/2019,'Inventory'
