'ImSup.Itemkey','ImSup.OrderCost','ImSup.OrderUOM','ImSup.Vendkey','ImSup.TerminatDate','0.lInclude?'
'.021404',8.00000,'FT','NOT01',00/00/0000,True
'.021589',7.06000,'EA','NOT01',00/00/0000,True
'.021602',10.92000,'FT','NOT01',00/00/0000,True
'.021789',3.29000,'EA','NOT01',00/00/0000,True
'.021810',0.78000,'EA','NOT01',00/00/0000,True
'.021878',0.93000,'EA','NOT01',00/00/0000,True
'.021879',0.46000,'EA','NOT01',00/00/0000,True
'.022053',3.19000,'EA','NOT01',00/00/0000,True
'.026555',13.57000,'EA','NOT01',00/00/0000,True
'.030598',2.18000,'EA','NOT01',00/00/0000,True
'.035367',2.14000,'EA','NOT01',00/00/0000,True
'.041800',284.37000,'EA','NOT01',00/00/0000,True
'.044042',15.22000,'FT','NOT01',00/00/0000,True
'.048957',8.18000,'EA','NOT01',00/00/0000,True
'.053404',38.12000,'EA','NOT01',00/00/0000,True
'.060673',258.18000,'EA','NOT01',00/00/0000,True
'.061059',21.02000,'EA','NOT01',00/00/0000,True
'.061060',3.54000,'EA','NOT01',00/00/0000,True
'.061061',27.55000,'EA','NOT01',00/00/0000,True
'.061436',12.22000,'EA','NOT01',00/00/0000,True
'.062375',157.50000,'EA','NOT01',00/00/0000,True
'.063392',5.59000,'EA','NOT01',00/00/0000,True
'.063589',25.61000,'EA','NOT01',00/00/0000,True
'.063590',11.07000,'EA','NOT01',00/00/0000,True
'.063690',26.00000,'EA','NOT01',00/00/0000,True
'.063793',1.38000,'EA','NOT01',00/00/0000,True
'.064049',4.04000,'EA','NOT01',00/00/0000,True
'.064075',4.65000,'FT','NOT01',00/00/0000,True
'.064076',9.28000,'EA','NOT01',00/00/0000,True
'.064089',16.97000,'EA','NOT01',00/00/0000,True
'.064090',29.28000,'EA','NOT01',00/00/0000,True
'.064309',1354.26800,'EA','NOT01',00/00/0000,True
'.064575',0.42000,'EA','NOT01',00/00/0000,True
'.064576',0.54000,'EA','NOT01',00/00/0000,True
'.064577',0.19000,'EA','NOT01',00/00/0000,True
'.064578',0.08000,'EA','NOT01',00/00/0000,True
'.064583',2.02000,'EA','NOT01',00/00/0000,True
'.064584',2.02000,'EA','NOT01',00/00/0000,True
'.064585',3.27000,'EA','NOT01',00/00/0000,True
'.064613',2.61000,'FT','NOT01',00/00/0000,True
'.064694',127.93000,'EA','NOT01',00/00/0000,True
'.064695',68.71000,'EA','NOT01',00/00/0000,True
'.064696',5.69000,'EA','NOT01',00/00/0000,True
'.065090',3.94000,'EA','NOT01',00/00/0000,True
'.065899',3703.52000,'EA','NOT01',00/00/0000,True
'.065900',1388.13000,'EA','NOT01',00/00/0000,True
'.066376',1799.79000,'EA','NOT01',00/00/0000,True
'.100602',15.22000,'FT','NOT01',00/00/0000,True
'.294400',2.08000,'EA','NOT01',00/00/0000,True
'.297850',2.85000,'FT','NOT01',00/00/0000,True
'.298510',1.78000,'EA','NOT01',00/00/0000,True
'.298565',1.99000,'EA','NOT01',00/00/0000,True
'.551503',0.60000,'FT','NOT01',00/00/0000,True
'.650940',80.67000,'EA','NOT01',00/00/0000,True
'.650941',44.67000,'EA','NOT01',00/00/0000,True
'.651004',9.38000,'EA','NOT01',00/00/0000,True
'.651019',1.52000,'EA','NOT01',00/00/0000,True
'.651021',2.43000,'EA','NOT01',00/00/0000,True
'.651031',93.18000,'EA','NOT01',00/00/0000,True
'.651032',107.50000,'EA','NOT01',00/00/0000,True
'.652117',583.70000,'EA','NOT01',00/00/0000,True
'.028365',22.88000,'EA','OEM01',00/00/0000,True
'.029734',220.00000,'EA','OEM01',00/00/0000,True
'.060159',2367.70000,'EA','OEM01',00/00/0000,True
'.060971',5675.69000,'EA','OEM01',00/00/0000,True
'.061502',1191.69000,'EA','OEM01',00/00/0000,True
'.061504',2242.00000,'EA','OEM01',00/00/0000,True
'.062579',338.67000,'EA','OEM01',00/00/0000,True
'.063467',30.00000,'EA','OEM01',00/00/0000,True
'.063468',2242.35000,'EA','OEM01',00/00/0000,True
'.063469',5.00000,'EA','OEM01',00/00/0000,True
'.063470',17.40000,'EA','OEM01',00/00/0000,True
'.063471',24.08000,'EA','OEM01',00/00/0000,True
'.063472',20.75000,'EA','OEM01',00/00/0000,True
'.063473',851.40000,'EA','OEM01',00/00/0000,True
'.063474',678.28000,'EA','OEM01',00/00/0000,True
'.063475',256.00000,'EA','OEM01',00/00/0000,True
'.063653',5486.00000,'EA','OEM01',00/00/0000,True
'.063799',226.28000,'EA','OEM01',00/00/0000,True
'.063800',85.36000,'EA','OEM01',00/00/0000,True
'.063801',158.92000,'EA','OEM01',00/00/0000,True
'.065665',813.86000,'EA','OEM01',00/00/0000,True
'.067775',55.00000,'EA','OEM01',00/00/0000,True
'.069480',851.40000,'EA','OEM01',00/00/0000,True
'.095965',267.92000,'EA','OEM01',00/00/0000,True
'.100459',181.39000,'EA','OEM01',00/00/0000,True
'.650284',714.40000,'EA','OEM01',06/18/2005,True
'.650346',191.48000,'EA','OEM01',00/00/0000,True
'.650364',776.83000,'EA','OEM01',00/00/0000,True
'.650782',123.32000,'EA','OEM01',00/00/0000,True
'.650864',5.64000,'EA','OEM01',00/00/0000,True
'.650913',26.25000,'EA','OEM01',00/00/0000,True
'.650937',177.83000,'EA','OEM01',00/00/0000,True
'.650947',193.80000,'EA','OEM01',00/00/0000,True
'.651002',30.00000,'EA','OEM01',00/00/0000,True
'.651013',3.55000,'EA','OEM01',00/00/0000,True
'.651014',3.50000,'EA','OEM01',00/00/0000,True
'.651015',2.72000,'EA','OEM01',00/00/0000,True
'.651016',11.00000,'EA','OEM01',00/00/0000,True
'.651017',5.64000,'EA','OEM01',00/00/0000,True
'.651036',8.00000,'EA','OEM01',00/00/0000,True
'.652020',16.35000,'EA','OEM01',00/00/0000,True
'.652099',8.00000,'EA','OEM01',00/00/0000,True
'.650007',17.28000,'EA','OIL01',00/00/0000,True
'.066336',5.21000,'EA','PAN01',00/00/0000,True
'.066337',4.35000,'EA','PAN01',00/00/0000,True
'.066338',0.35000,'EA','PAN01',00/00/0000,True
'.028234',1315.00000,'EA','PAP01',00/00/0000,True
'.029980',3859.00000,'EA','PAP01',00/00/0000,True
'.029981',140.75000,'EA','PAP01',00/00/0000,True
'.029983',139.90000,'EA','PAP01',00/00/0000,True
'.029984',129.30000,'EA','PAP01',00/00/0000,True
'.060030',142.35000,'EA','PAP01',00/00/0000,True
'.060031',140.70000,'EA','PAP01',00/00/0000,True
'.060062',2880.90000,'EA','PAP01',00/00/0000,True
'.060100',155.05000,'EA','PAP01',00/00/0000,True
'.060122',188.85000,'EA','PAP01',00/00/0000,True
'.060123',174.15000,'EA','PAP01',00/00/0000,True
'.060713',869.68000,'EA','PAP01',00/00/0000,True
'.060715',1960.10000,'EA','PAP01',00/00/0000,True
'.060716',2069.50000,'EA','PAP01',00/00/0000,True
'.060722',1844.85000,'EA','PAP01',00/00/0000,True
'.060723',1424.22000,'EA','PAP01',00/00/0000,True
'.060725',2860.50000,'EA','PAP01',00/00/0000,True
'.060803',125.00000,'EA','PAP01',00/00/0000,True
'.060804',125.00000,'EA','PAP01',00/00/0000,True
'.060805',130.00000,'EA','PAP01',00/00/0000,True
'.060814',125.00000,'EA','PAP01',00/00/0000,True
'.060815',140.00000,'EA','PAP01',00/00/0000,True
'.060816',175.00000,'EA','PAP01',00/00/0000,True
'.060817',175.00000,'EA','PAP01',00/00/0000,True
'.060833',521.00000,'EA','PAP01',00/00/0000,True
'.060840',150.00000,'EA','PAP01',00/00/0000,True
'.060841',159.00000,'EA','PAP01',00/00/0000,True
'.060842',145.00000,'EA','PAP01',00/00/0000,True
'.060947',6099.15000,'EA','PAP01',00/00/0000,True
'.060949',2170.60000,'EA','PAP01',00/00/0000,True
'.060952',366.10000,'EA','PAP01',00/00/0000,True
'.062656',2170.60000,'EA','PAP01',00/00/0000,True
'.062658',366.10000,'EA','PAP01',00/00/0000,True
'.064122',0.33347,'EA','PAP01',00/00/0000,True
'.064164',1853.32000,'EA','PAP01',00/00/0000,True
'.064198',5595.42000,'EA','PAP01',00/00/0000,True
'.064265',5796.05000,'EA','PAP01',00/00/0000,True
'.064275',5719.06000,'EA','PAP01',00/00/0000,True
'.064306',3895.16000,'EA','PAP01',00/00/0000,True
'.064307',4004.24000,'EA','PAP01',00/00/0000,True
'.064341',9282.05000,'EA','PAP01',00/00/0000,True
'.064623',100.00000,'EA','PAP01',00/00/0000,True
'.064624',65.00000,'EA','PAP01',00/00/0000,True
'.064625',75.00000,'EA','PAP01',00/00/0000,True
'.064898',980.00000,'EA','PAP01',00/00/0000,True
'.070081',191.70000,'EA','PAP01',00/00/0000,True
'.070118',298.40000,'EA','PAP01',00/00/0000,True
'.070126',185.40000,'EA','PAP01',00/00/0000,True
'.070165',250.00000,'EA','PAP01',00/00/0000,True
'.070479',1455.30000,'EA','PAP01',00/00/0000,True
'.070493',3895.16000,'EA','PAP01',00/00/0000,True
'.070524',6407.61000,'EA','PAP01',00/00/0000,True
'.070552',4004.24000,'EA','PAP01',00/00/0000,True
'.070576',885.57000,'EA','PAP01',00/00/0000,True
'.070582',5734.93000,'EA','PAP01',00/00/0000,True
'.070600',9640.06000,'EA','PAP01',00/00/0000,True
'.070652',1242.50000,'EA','PAP01',00/00/0000,True
'.091909',1853.32000,'EA','PAP01',00/00/0000,True
'.096709',0.33347,'EA','PAP01',00/00/0000,True
'.097565',1844.85000,'EA','PAP01',00/00/0000,True
'.097586',366.10000,'EA','PAP01',00/00/0000,True
'.097587',366.10000,'EA','PAP01',00/00/0000,True
'.097588',366.10000,'EA','PAP01',00/00/0000,True
'.100054',1424.22000,'EA','PAP01',00/00/0000,True
'.100055',1424.22000,'EA','PAP01',00/00/0000,True
'.100057',1424.22000,'EA','PAP01',00/00/0000,True
'026844',380.00000,'EA','PAP01',00/00/0000,True
'029980',4620.64000,'EA','PAP01',00/00/0000,True
'060658',225.00000,'EA','PAP01',00/00/0000,True
'062658',250.00000,'EA','PAP01',00/00/0000,True
'.025498',163.80000,'EA','PAR02',00/00/0000,True
'.026587',61.90000,'EA','PAR02',07/05/2001,True
'.037481',150.87000,'EA','PAR02',00/00/0000,True
'.060758',124.25000,'EA','PAR02',07/05/2001,True
'.060761',60.40000,'EA','PAR02',10/13/2005,True
'.064078',85.19000,'EA','PAR02',00/00/0000,True
'.064079',30.24000,'EA','PAR02',00/00/0000,True
'.650957',92.10000,'EA','PAR02',00/00/0000,True
'.040358',25.25000,'EA','PAR05',00/00/0000,True
'.060568',2961.50000,'EA','PAR05',00/00/0000,True
'.061429',3068.75000,'EA','PAR05',00/00/0000,True
'.063064',5.70000,'EA','PAR05',00/00/0000,True
'.063371',114.48000,'EA','PAR05',00/00/0000,True
'.065446',2950.00000,'EA','PAR05',00/00/0000,True
'.070455',3862.69000,'EA','PAR05',00/00/0000,True
'.100461',2961.50000,'EA','PAR05',00/00/0000,True
'.100462',2961.50000,'EA','PAR05',00/00/0000,True
'.650857',74.00000,'EA','PAR05',00/00/0000,True
'.650858',160.65000,'EA','PAR05',00/00/0000,True
'.650859',40.05000,'EA','PAR05',00/00/0000,True
'.650868',48.45000,'EA','PAR05',00/00/0000,True
'.650882',109.88000,'EA','PAR05',00/00/0000,True
'.650884',11.73000,'EA','PAR05',00/00/0000,True
'.650938',8.04000,'EA','PAR05',00/00/0000,True
'.650939',10.05000,'EA','PAR05',00/00/0000,True
'.652146',40.05000,'EA','PAR05',00/00/0000,True
'.106832',73.61000,'EA','PEP01',00/00/0000,True
'.106855',84.19000,'EA','PEP01',00/00/0000,True
'.106856',16.23000,'EA','PEP01',00/00/0000,True
'.106857',19.47000,'EA','PEP01',00/00/0000,True
'.106858',14.69000,'EA','PEP01',00/00/0000,True
'.106860',14.69000,'EA','PEP01',00/00/0000,True
'.106861',15.28000,'EA','PEP01',00/00/0000,True
'.106862',12.91000,'EA','PEP01',00/00/0000,True
'.106863',11.07000,'EA','PEP01',00/00/0000,True
'.106911',11.97000,'EA','PEP01',00/00/0000,True
'.106912',10.71000,'EA','PEP01',00/00/0000,True
'.106913',7.29000,'EA','PEP01',00/00/0000,True
'.106914',7.29000,'EA','PEP01',00/00/0000,True
'.039865',825.00000,'EA','PER01',00/00/0000,True
'.069440',1104.00000,'EA','PER01',00/00/0000,True
'.091004',790.00000,'EA','PER01',00/00/0000,True
'.095739',1446.00000,'EA','PER01',00/00/0000,True
'.098009',842.00000,'EA','PER01',00/00/0000,True
'.063673',46.81000,'EA','PHI02',00/00/0000,True
'.063673-1',24.77000,'EA','PHI02',00/00/0000,True
'.070267',71.48000,'EA','PIO01',00/00/0000,True
'029487',15.00000,'EA','PLA01',00/00/0000,True
'033056',15.00000,'EA','PLA01',00/00/0000,True
'033595',45.00000,'EA','PLA01',00/00/0000,True
'064827',6.00000,'EA','PLA01',00/00/0000,True
'065142',15.00000,'EA','PLA01',00/00/0000,True
'067039',15.00000,'EA','PLA01',00/00/0000,True
'068137',10.00000,'EA','PLA01',00/00/0000,True
'091168',10.00000,'EA','PLA01',00/00/0000,True
'091251',10.00000,'EA','PLA01',00/00/0000,True
'091829-1',10.00000,'EA','PLA01',00/00/0000,True
'093110',10.00000,'EA','PLA01',00/00/0000,True
'093139',20.00000,'EA','PLA01',00/00/0000,True
'093153',26.25000,'EA','PLA01',00/00/0000,True
'093392 PLATE',15.00000,'EA','PLA01',00/00/0000,True
'093393 PLATE',10.00000,'EA','PLA01',00/00/0000,True
'093394 PLATE',10.00000,'EA','PLA01',00/00/0000,True
'093539-1',10.00000,'EA','PLA01',00/00/0000,True
'093573',50.00000,'EA','PLA01',00/00/0000,True
'093605-1',50.00000,'EA','PLA01',00/00/0000,True
'093606P',25.00000,'EA','PLA01',00/00/0000,True
'093608P',25.00000,'EA','PLA01',00/00/0000,True
'093684',25.00000,'EA','PLA01',00/00/0000,True
'093909-1',50.00000,'EA','PLA01',00/00/0000,True
'093955-1',50.00000,'EA','PLA01',00/00/0000,True
'093958-1',50.00000,'EA','PLA01',00/00/0000,True
'095244',10.00000,'EA','PLA01',00/00/0000,True
'096620',10.00000,'EA','PLA01',00/00/0000,True
'096856',10.00000,'EA','PLA01',00/00/0000,True
'096857',10.00000,'EA','PLA01',00/00/0000,True
'098273',42.50000,'EA','PLA01',00/00/0000,True
'098991',50.00000,'EA','PLA01',00/00/0000,True
'100202-1',15.00000,'EA','PLA01',00/00/0000,True
'100531',25.00000,'EA','PLA01',00/00/0000,True
'101681-P',30.00000,'EA','PLA01',00/00/0000,True
'102551P',10.00000,'EA','PLA01',00/00/0000,True
'102665',35.00000,'EA','PLA01',00/00/0000,True
'104546',10.00000,'EA','PLA01',00/00/0000,True
'106019-P',30.00000,'EA','PLA01',00/00/0000,True
'106021-P',30.00000,'EA','PLA01',00/00/0000,True
'106022-P',30.00000,'EA','PLA01',00/00/0000,True
'106062',35.00000,'EA','PLA01',00/00/0000,True
'ANODIZE',15.00000,'EA','PLA01',00/00/0000,True
'NICKEL PLATE',10.00000,'EA','PLA01',00/00/0000,True
'SANADIZE',3.00000,'','PLA01',00/00/0000,True
'ZINC PLATE YEL',10.00000,'EA','PLA01',00/00/0000,True
'.065948',21.00000,'EA','PLA02',00/00/0000,True
'.098029',8.58000,'EA','POL01',00/00/0000,True
'.098033',4.97000,'EA','POL01',00/00/0000,True
'.098034',3.78000,'EA','POL01',00/00/0000,True
'.098678',8.41000,'EA','POL01',00/00/0000,True
'066265-2',420.00000,'EA','POR01',00/00/0000,True
'.265300',38.60000,'EA','POW01',00/00/0000,True
'.276200',150.31000,'EA','POW01',00/00/0000,True
'.064098',237.90000,'EA','POW02',00/00/0000,True
'.064729',5.61000,'EA','POW02',00/00/0000,True
'.064730',1.51000,'EA','POW02',00/00/0000,True
'.064731',10.41000,'EA','POW02',00/00/0000,True
'.064732',1.77000,'EA','POW02',00/00/0000,True
'.064733',1.25000,'EA','POW02',00/00/0000,True
'.064734',1.77000,'EA','POW02',00/00/0000,True
'.064735',3.27000,'EA','POW02',00/00/0000,True
'.064736',15.93000,'EA','POW02',00/00/0000,True
'.064737',7.43000,'EA','POW02',00/00/0000,True
'.064738',1.61000,'EA','POW02',00/00/0000,True
'.064739',3.46000,'EA','POW02',00/00/0000,True
'.064740',2.53000,'EA','POW02',00/00/0000,True
'.064741',2.48000,'EA','POW02',00/00/0000,True
'.064742',2.48000,'EA','POW02',00/00/0000,True
'.064743',26.24000,'EA','POW02',00/00/0000,True
'.064744',26.24000,'EA','POW02',00/00/0000,True
'.064745',21.40000,'EA','POW02',00/00/0000,True
'.064746',18.09000,'EA','POW02',00/00/0000,True
'.064747',18.09000,'EA','POW02',00/00/0000,True
'.064748',23.62000,'EA','POW02',00/00/0000,True
'.064749',5.01000,'EA','POW02',00/00/0000,True
'.064750',0.72000,'EA','POW02',00/00/0000,True
'.065666',11.75000,'EA','POW02',00/00/0000,True
'.065673',22.98000,'EA','POW02',00/00/0000,True
'.065674',18.22000,'EA','POW02',00/00/0000,True
'.065675',8.79000,'EA','POW02',00/00/0000,True
'.065676',10.50000,'EA','POW02',00/00/0000,True
'.065677',80.37000,'EA','POW02',00/00/0000,True
'.065678',30.23000,'EA','POW02',00/00/0000,True
'.065679',30.23000,'EA','POW02',00/00/0000,True
'.065680',20.81000,'EA','POW02',00/00/0000,True
'.065681',11.34000,'EA','POW02',00/00/0000,True
'.065682',17.95000,'EA','POW02',00/00/0000,True
'.065683',70.15000,'EA','POW02',00/00/0000,True
'.065684',0.83000,'EA','POW02',00/00/0000,True
'.096279',237.90000,'EA','POW02',00/00/0000,True
'.096280',5.61000,'EA','POW02',00/00/0000,True
'.096281',5.61000,'EA','POW02',00/00/0000,True
'.096282',5.61000,'EA','POW02',00/00/0000,True
'.096283',5.61000,'EA','POW02',00/00/0000,True
'.096284',5.61000,'EA','POW02',00/00/0000,True
'.097157',17.95000,'EA','POW02',00/00/0000,True
'.097158',17.95000,'EA','POW02',00/00/0000,True
'.097214',8.79000,'EA','POW02',00/00/0000,True
'.097215',1.25000,'EA','POW02',00/00/0000,True
'.097216',10.50000,'EA','POW02',00/00/0000,True
'.097926',11.34000,'EA','POW02',00/00/0000,True
'.103836',5.01000,'EA','POW02',00/00/0000,True
'.652111',80.37000,'EA','POW02',00/00/0000,True
'.095871',87.50000,'EA','POW03',00/00/0000,True
'.095872',8.35000,'EA','POW03',00/00/0000,True
'.095874',22.50000,'EA','POW03',00/00/0000,True
'.095876',35.50000,'EA','POW03',00/00/0000,True
'.095928',44.96000,'EA','POW03',00/00/0000,True
'.097079',0.69000,'EA','POW03',00/00/0000,True
'.097339',8.03000,'EA','POW03',00/00/0000,True
'.097420',6.21000,'EA','POW03',00/00/0000,True
'.097659',41.97000,'EA','POW03',00/00/0000,True
'.097917',37.91000,'EA','POW03',00/00/0000,True
'.097960',22.20000,'EA','POW03',00/00/0000,True
'.097961',8.06000,'EA','POW03',00/00/0000,True
'.098212',197.18000,'EA','POW03',00/00/0000,True
'.098444',38.06000,'EA','POW03',00/00/0000,True
'.098445',26.86000,'EA','POW03',00/00/0000,True
'.098446',44.49000,'EA','POW03',00/00/0000,True
'.098449',43.63000,'EA','POW03',00/00/0000,True
'.098453',313.25000,'EA','POW03',00/00/0000,True
'.098588',336.02000,'EA','POW03',00/00/0000,True
'.100137',12.54000,'EA','POW03',00/00/0000,True
'.100455',92.50000,'EA','POW03',00/00/0000,True
'.100578',99.73000,'EA','POW03',00/00/0000,True
'.100613',41.63000,'EA','POW03',00/00/0000,True
'.100617',20.76000,'EA','POW03',00/00/0000,True
'.100618',28.22000,'EA','POW03',00/00/0000,True
'.100958',40.02000,'EA','POW03',00/00/0000,True
'.100977',26.14000,'EA','POW03',00/00/0000,True
'.100978',55.20000,'EA','POW03',00/00/0000,True
'.103027',14.04000,'EA','POW03',00/00/0000,True
'.103534',5.12000,'EA','POW03',00/00/0000,True
'.103621',56.22000,'EA','POW03',00/00/0000,True
'.103622',20.76000,'EA','POW03',00/00/0000,True
'.103635',8.88000,'EA','POW03',00/00/0000,True
'.103666',31.84000,'EA','POW03',00/00/0000,True
'.103880',140.57000,'EA','POW03',00/00/0000,True
'.103896',48.60000,'EA','POW03',00/00/0000,True
'.103897',17.12000,'EA','POW03',00/00/0000,True
'.103900',22.83000,'EA','POW03',00/00/0000,True
'.103901',5.38000,'EA','POW03',00/00/0000,True
'.103902',82.67000,'EA','POW03',00/00/0000,True
'.103937',30.32000,'EA','POW03',00/00/0000,True
'.103938',30.32000,'EA','POW03',00/00/0000,True
'.103939',7.52000,'EA','POW03',00/00/0000,True
'.104044',61.75000,'EA','POW03',00/00/0000,True
'.104053',9.40000,'EA','POW03',00/00/0000,True
'.104073',1.53000,'EA','POW03',00/00/0000,True
'.104074',5.38000,'EA','POW03',00/00/0000,True
'.104085',31.84000,'EA','POW03',00/00/0000,True
'.104086',31.84000,'EA','POW03',00/00/0000,True
'.104515',70.80000,'EA','POW03',00/00/0000,True
'.106827',10.84000,'EA','POW03',00/00/0000,True
'.106829',294.84000,'EA','POW03',00/00/0000,True
'.106839',17.12000,'EA','POW03',00/00/0000,True
'.106840',82.67000,'EA','POW03',00/00/0000,True
'.104052',0.92000,'EA','POW04',00/00/0000,True
'.106876',9.80000,'EA','POW04',00/00/0000,True
'.106877',9.97000,'EA','POW04',00/00/0000,True
'.106878',10.41000,'EA','POW04',00/00/0000,True
'.106882',1.60000,'EA','POW04',00/00/0000,True
'.106883',0.14000,'EA','POW04',00/00/0000,True
'.106921',0.86000,'EA','POW04',00/00/0000,True
'.106922',0.21000,'EA','POW04',00/00/0000,True
'.106923',9.29000,'EA','POW04',00/00/0000,True
'.065463',245.70000,'EA','PQC01',00/00/0000,True
'.065463-1',273.00000,'EA','PQC01',00/00/0000,True
'.096440',205.00000,'EA','PQC01',00/00/0000,True
'.062214',25.25000,'EA','PRA04',00/00/0000,True
'.103948',23.25000,'EA','PRA04',00/00/0000,True
'026731',75.00000,'','PRE05',00/00/0000,True
'026858',18.00000,'EA','PRE05',00/00/0000,True
'026861',18.00000,'EA','PRE05',00/00/0000,True
'029233',25.00000,'','PRE05',00/00/0000,True
'060742',75.00000,'EA','PRE05',00/00/0000,True
'064899',100.00000,'','PRE05',00/00/0000,True
'.027747',2.25000,'EA','PRO01',00/00/0000,True
'.027748',2.25000,'EA','PRO01',00/00/0000,True
'.027749',2.25000,'EA','PRO01',00/00/0000,True
'.027750',2.25000,'EA','PRO01',00/00/0000,True
'.027751',2.25000,'EA','PRO01',00/00/0000,True
'.027752',2.25000,'EA','PRO01',00/00/0000,True
'.032133',31.00000,'EA','PRO01',00/00/0000,True
'.032134',15.00000,'EA','PRO01',00/00/0000,True
'.061400',5.00000,'EA','PRO01',00/00/0000,True
'.061401',5.00000,'EA','PRO01',00/00/0000,True
'.061402',5.00000,'EA','PRO01',00/00/0000,True
'.063572',250.00000,'','PRO01',00/00/0000,True
'.063898',2.90000,'EA','PRO01',00/00/0000,True
'.063899',2.80000,'EA','PRO01',00/00/0000,True
'.065877',255.00000,'EA','PRO01',00/00/0000,True
'.067489',31.00000,'EA','PRO01',00/00/0000,True
'.067673',36.00000,'EA','PRO01',00/00/0000,True
'.067768',2.85000,'EA','PRO01',00/00/0000,True
'.067769',2.90000,'EA','PRO01',00/00/0000,True
'.067770',2.90000,'EA','PRO01',00/00/0000,True
'.067771',2.90000,'EA','PRO01',00/00/0000,True
'.095783',37.00000,'EA','PRO01',00/00/0000,True
'.095845',44.00000,'EA','PRO01',00/00/0000,True
'.095846',34.00000,'EA','PRO01',00/00/0000,True
'.096339',33.00000,'EA','PRO01',00/00/0000,True
'.096680',23.00000,'EA','PRO01',00/00/0000,True
'.097344',30.83000,'EA','PRO01',00/00/0000,True
'.097453',38.00000,'EA','PRO01',00/00/0000,True
'.097557',30.00000,'EA','PRO01',00/00/0000,True
'.098607',35.00000,'EA','PRO01',00/00/0000,True
'.100409',40.00000,'EA','PRO01',00/00/0000,True
'.100410',62.00000,'EA','PRO01',00/00/0000,True
'.103160',5.00000,'EA','PRO01',00/00/0000,True
'.103397',20.00000,'EA','PRO01',00/00/0000,True
'.103398',34.00000,'EA','PRO01',00/00/0000,True
'.104573',250.00000,'EA','PRO01',00/00/0000,True
'.061645',167.40000,'EA','PRO03',00/00/0000,True
'.061838',194.75000,'EA','PRO03',00/00/0000,True
'.062220',209.70000,'EA','PRO03',00/00/0000,True
'.062615',293.00000,'EA','PRO03',00/00/0000,True
'.066322',242.00000,'EA','PRO03',00/00/0000,True
'.066323',314.00000,'EA','PRO03',00/00/0000,True
'.095740',568.00000,'EA','PRO03',00/00/0000,True
'.096754',393.50000,'EA','PRO03',00/00/0000,True
'.096755',464.09000,'EA','PRO03',00/00/0000,True
'.096756',722.42000,'EA','PRO03',00/00/0000,True
'.097626',596.70000,'EA','PRO03',00/00/0000,True
'.097927',706.57000,'EA','PRO03',00/00/0000,True
'.100030',536.41000,'EA','PRO03',00/00/0000,True
'.100866',501.00000,'EA','PRO03',00/00/0000,True
'.103637',881.40000,'EA','PRO03',00/00/0000,True
'.103743',713.68000,'EA','PRO03',00/00/0000,True
'.103744',713.68000,'EA','PRO03',00/00/0000,True
'.104626',1081.00000,'EA','PRO03',00/00/0000,True
'.104758',900.00000,'EA','PRO03',00/00/0000,True
'.652116',5.05000,'EA','PRO03',00/00/0000,True
'.025428',309.04000,'EA','PRO04',00/00/0000,True
'.026407',59.50000,'EA','PRO04',00/00/0000,True
'.028434',56.45000,'EA','PRO04',00/00/0000,True
'.060718',150.38000,'EA','PRO04',00/00/0000,True
'.066830',224.87000,'EA','PRO04',00/00/0000,True
'.070428',169.98000,'EA','PRO04',00/00/0000,True
'.046250',5.98000,'EA','QUI01',00/00/0000,True
'.046251',6.44000,'EA','QUI01',00/00/0000,True
'.062563',144.26000,'EA','QUI01',00/00/0000,True
'.063784',5.88000,'EA','QUI01',00/00/0000,True
'.067621',75.92000,'EA','QUI01',00/00/0000,True
'.106841',6.42000,'EA','QUI01',00/00/0000,True
'.106842',6.42000,'EA','QUI01',00/00/0000,True
'.106843',6.42000,'EA','QUI01',00/00/0000,True
'.063490',15.75000,'EA','REA01',00/00/0000,True
'JN06269701',1918.00000,'','REA01',00/00/0000,True
'RAILGEAR',3885.00000,'','REA01',00/00/0000,True
'.062849',691.00000,'EA','REA02',00/00/0000,True
'.063851',305.00000,'EA','REA02',00/00/0000,True
'.063852',375.00000,'EA','REA02',00/00/0000,True
'.063853',506.00000,'EA','REA02',00/00/0000,True
'.063893',337.00000,'EA','REA02',00/00/0000,True
'.064677',541.00000,'EA','REA02',00/00/0000,True
'.064706',542.00000,'EA','REA02',00/00/0000,True
'.064707',342.00000,'EA','REA02',00/00/0000,True
'.065016',521.00000,'EA','REA02',00/00/0000,True
'.065017',440.00000,'EA','REA02',00/00/0000,True
'.065427',589.00000,'EA','REA02',00/00/0000,True
'.065654',681.00000,'EA','REA02',00/00/0000,True
'.065693',275.00000,'EA','REA02',00/00/0000,True
'.066321',313.00000,'EA','REA02',00/00/0000,True
'.066415',439.00000,'EA','REA02',00/00/0000,True
'.066629',412.00000,'EA','REA02',00/00/0000,True
'.066866',313.00000,'EA','REA02',00/00/0000,True
'.066867',521.00000,'EA','REA02',00/00/0000,True
'.066868',561.00000,'EA','REA02',00/00/0000,True
'.096410',506.00000,'EA','REA02',00/00/0000,True
'.651001',16.00000,'EA','REA02',00/00/0000,True
'.033735',35.00000,'EA','RIE01',00/00/0000,True
'.062645',19287.45000,'EA','RLC01',00/00/0000,True
'.027519',672.00000,'EA','RMY01',00/00/0000,True
'.027520',744.00000,'EA','RMY01',00/00/0000,True
'.063569',0.50000,'FT','RMY01',00/00/0000,True
