'OeLin.OrderNo','OeLin.LineItemType','OeLin.RowNum','OeLin.ItemNumber','OeLin.Description','IOS.SellQtyRemain','IOS.SellUnitPrice','Total.RemainingNetWDiscWTax'
'14903','0',46,'.020395','BEARING DX  2 ID X 1 LG',12.00000,10.27000,123.24000
'14903','0',47,'.021618','PIN 1 1/2 DIA ROUND X 2 15/16',1.00000,65.70000,65.70000
'14903','0',48,'.013560','SNAP RING 1 1/2  X .0625  SH150',2.00000,0.32000,0.64000
'14903','0',49,'.103370','PLATFORM ANCHOR MOUNT - FIELD A62',1.00000,1332.97000,1332.97000
'14903','0',50,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'14942','0',1,'.069775','COUNTERBALANCE VALVE   4.5:1',2.00000,167.20000,334.40000
'15005','0',3,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,375.00000,375.00000
'15005','0',2,'SPECIAL HANDLING & CRATING','SPECIAL HANDLING & CRATING CHARGES',1.00000,450.00000,450.00000
'15005','0',1,'.065136','LADDER INSTL (A40)',1.00000,4148.58000,4148.58000
'15008','1',1,'','BOOM LUBE SPRAY',6.00000,15.00000,90.00000
'15008','0',2,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15009','0',1,'.652025','RADIO CONTROL PADDLE A62  2.250.9800',1.00000,0.00000,0.00000
'15017','0',1,'.063047','LIGHT RED IND1118',2.00000,14.73000,29.46000
'15017','0',2,'.063048','LIGHT GREEN IND 1117',1.00000,14.73000,14.73000
'15017','0',3,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15036','0',1,'.091154','CYLINDER T2 LVL  A62  6.0 X 30 X 3.0',1.00000,7132.10000,7132.10000
'15036','0',2,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15047','0',1,'.100120','WELDMENT ADJ CAB STAND FRC INTERCOM A62',1.00000,1125.62000,1125.62000
'15047','0',2,'.063754','CABLE 18/4 SO SHIELDED  BELDEN 9418',30.00000,3.40000,102.00000
'15047','0',3,'.097172','JUNCTION BOX MODIFICATION',1.00000,216.27000,216.27000
'15047','0',4,'.097645','SWITCH PANEL STANDARD HI-RAIL UNITS',1.00000,1575.05000,1575.05000
'15047','0',5,'.097211','INTERCOM HARNESS FRC MASTER W/HEADSET',1.00000,245.28000,245.28000
'15047','0',6,'.097213','INTERCOM CONTROL FRC MASTER ONLY',1.00000,1165.50000,1165.50000
'15047','0',7,'.097597','INTERCOM SPEAKER FRC',1.00000,453.25000,453.25000
'15047','1',8,'','WIRE RITE HARNESS 30 FEET',1.00000,500.00000,500.00000
'15047','0',9,'LABOR','FACTORY REPAIR LABOR',25.00000,128.65000,3216.25000
'15047','0',10,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15050','0',1,'.101031','WELDMENT BOOM-3 INNER B-32',1.00000,7008.00000,7008.00000
'15050','0',2,'.096271','LOAD CELL  770 LB (350 KG)',4.00000,597.50000,2390.00000
'15050','0',3,'.098036','LINK PUSH BM4  B-32',2.00000,295.65000,591.30000
'15050','0',4,'.098035','LINK TENSION BM4  B-32',2.00000,383.25000,766.50000
'15050','0',5,'.098283','PIN 1.50 DIA X 6.75',1.00000,87.60000,87.60000
'15050','0',6,'.098285','PIN 1.50 DIA X 11.00',2.00000,142.35000,284.70000
'15050','0',7,'.098644','PIN 1.50 DIA X 7.75',2.00000,98.55000,197.10000
'15050','0',8,'.098030','BEARING POLYLUBE 1.50 X 1.75 X 1.50 LG',2.00000,4.25000,8.50000
'15050','0',9,'.098034','BEARING POLYLUBE 1.75 X 1.50 X .75 LG',6.00000,4.22000,25.32000
'15050','0',11,'.098022','3RD KNUCKLE LINK  TENSION B-32',2.00000,576.70000,1153.40000
'15050','0',10,'.101541','WELDMENT BOOM-2  B-32',1.00000,10041.40000,10041.40000
'15050','0',12,'.098983','WELDMENT 3RD KNUCKLE LINK B-32  23.63',1.00000,1423.50000,1423.50000
'15050','0',13,'.098265','PIN 2.00 DIA X 10.25',2.00000,171.55000,343.10000
'15050','0',14,'.098266','PIN 2.00 DIA X 13.00',2.00000,237.25000,474.50000
'15050','0',15,'.098028','BEARING POLYLUBE 2.50 X 2.75 X 2.50 LG',2.00000,6.55000,13.10000
'15050','0',16,'.098029','BEARING POLYLUBE 2.00 X 2.25 X 2.00 LG',4.00000,4.90000,19.60000
'15050','0',17,'.098033','BEARING POLYLUBE 2.00 X 2.25 X 1.25 LG',4.00000,4.45000,17.80000
'15050','0',18,'.098009','GEARBOX 39:1  AT16576S',1.00000,2105.00000,2105.00000
'15050','0',19,'.101034','WELDMENT BOOM-3 OUTER B-32',1.00000,10530.25000,10530.25000
'15050','0',20,'.098282','PIN 2.00 DIA X 12.00',2.00000,229.95000,459.90000
'15050','0',21,'SPECIAL HANDLING & CRATING','SPECIAL HANDLING & CRATING CHARGES',1.00000,500.00000,500.00000
'15050','0',22,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15054','0',1,'.091151','CYLINDER BOOM 4 A62  3.5 X 16 X 1.5',1.00000,3810.00000,3810.00000
'15057','0',1,'.104609','SEAT PLATE DUAL BACK A62 AL 5052',1.00000,312.50000,312.50000
'15057','0',2,'.096268','SEAT PLATFORM  JUMP SEAT 4',2.00000,437.50000,875.00000
'15057','0',3,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15067','0',116,'.652012','COIL 12 VOLT CAP012D',13.00000,56.98000,740.74000
'15067','0',117,'.026587','FILTER ELEMENT',1.00000,232.17000,232.17000
'15067','0',118,'.060761','FILTER ELEMENT  928557',1.00000,293.80000,293.80000
'15067','0',119,'.063468','UPPER STATION SN1216-1US',2.00000,5605.87000,11211.74000
'15067','0',1,'.216800','ROTATION BEARING LARGE',1.00000,9270.00000,9270.00000
'15067','0',2,'.033924','ROTATION BEARING MEDIUM',1.00000,8280.00000,8280.00000
'15067','0',3,'.069440','GEARBOX 30:1  AT15509S W/ ECCENTRIC RING',2.00000,2760.00000,5520.00000
'15067','0',4,'.060668','MOTOR HYDRAULIC  8 CU IN',2.00000,598.92000,1197.84000
'15067','0',5,'.062983','CYLINDER 3 X 5  FRONT AXLE LOCK',2.00000,1339.55000,2679.10000
'15067','0',6,'.096055','PIN CYLINDER JAW',2.00000,28.75000,57.50000
'15067','0',7,'.066106','PIN WELDMENT CYLINDER',2.00000,94.90000,189.80000
'15067','0',8,'.027741','PIN WELDMENT ROLLER  1 1/2" X 2 3/4 LG',2.00000,166.85000,333.70000
'15067','0',9,'.032367','BEARING DX  1 1/2 ID X 1 1/2',2.00000,8.55000,17.10000
'15067','0',10,'.023144','BEARING DX  1 1/2 ID X 1 LG',2.00000,9.65000,19.30000
'15067','0',11,'.027743','PIN WELDMENT JAW  1 1/2" X 3 1/8 LG',2.00000,87.60000,175.20000
'15067','0',12,'.026590','ROLLER 2 3/4OD X 1 1/2ID CDSM X 1 1/8',2.00000,102.20000,204.40000
'15067','0',13,'.034255','COUNTERBALANCE VALVE MANIFOLD 983002',2.00000,509.35000,1018.70000
'15067','0',14,'.062982','CYLINDER 3 X 9  REAR AXLE LOCK TANDEM',2.00000,629.63000,1259.26000
'15067','0',15,'.097251','NUT JAM 1+1/2 -6 NC GRADE 8',2.00000,22.63000,45.26000
'15067','0',16,'.097250','LOCKOUT WELDMENT- REAR AXLE LOCK',2.00000,847.32000,1694.64000
'15067','0',17,'.097253','LOCK BAR ADJUSTING HOUSING WELDMENT',2.00000,712.38000,1424.76000
'15067','0',18,'.097881','CLAMP CYLINDER 3/16" STAINLESS STEEL',2.00000,183.55000,367.10000
'15067','0',19,'.335500','BUSHING 1 1/2 SELF ALIGNING BALL',2.00000,126.40000,252.80000
'15067','0',20,'.013560','SNAP RING 1 1/2  X .0625  SH150',8.00000,0.32000,2.56000
'15067','0',21,'.023035','SNAP RING 1" X .078 ZINC 5160-098 ZYT',8.00000,1.02000,8.16000
'15067','0',22,'.021618','PIN 1 1/2 DIA ROUND X 2 15/16',2.00000,65.70000,131.40000
'15067','0',23,'.021616','PIN WELDMENT CRR 1 X 4  7/8 GRIP',2.00000,76.65000,153.30000
'15067','0',24,'.021614','PIN WELDMENT CRR 1 X 4 1/8',2.00000,73.00000,146.00000
'15067','0',25,'.065020','BALL SCREW ASSEMBLY B20EF-R1502-66.38',1.00000,6094.57000,6094.57000
'15067','0',26,'.063787','MOTOR HYDRAULIC 3.2 CU-IN 1.25 KEY SHAFT',1.00000,1757.90000,1757.90000
'15067','0',27,'.064752','BELLOWS  2 1/2" ID X 6 OD X 63 EXTENDED',2.00000,716.92000,1433.84000
'15067','0',28,'.067638','JUNCTION BOX ASSY UB40 SUPERFLEX',1.00000,30639.23000,30639.23000
'15067','0',29,'.063780','SUPERFLEX CABLE ASSY 130 FT',1.00000,3666.71000,3666.71000
'15067','0',30,'SK14600','SEAL KIT FOR B1 CYLINDER UB30/UB40-60 TX',4.00000,167.95000,671.80000
'15067','0',37,'.026973','COUNTERBALANCE VALVE  4:1  3000 PSI',5.00000,194.45000,972.25000
'15067','0',32,'SK16485','SEAL KIT FOR BOOM-3 CYLINDER 065440 TX',2.00000,221.93000,443.86000
'15067','0',33,'SK16959','SEAL KIT FOR BOOM-3 TELE UB40-60 TX',1.00000,139.05000,139.05000
'15067','0',34,'SK16970','SEAL KIT FOR BOOM-4 CYLINDER 063003 TX',2.00000,62.90000,125.80000
'15067','0',35,'SK14451','SEAL KIT FOR LEVEL CYLINDER 063004 TX',2.00000,65.45000,130.90000
'15067','0',36,'.048642','COUNTERBALANCE VALVE  10:1  3000 PSI',8.00000,177.37000,1418.96000
'15067','0',38,'.047787','COUNTERBALANCE VALVE 10:1  1500 PSI',5.00000,330.43000,1652.15000
'15067','0',39,'.335600','BUSHING 2  SELF ALIGNING BALL',8.00000,164.35000,1314.80000
'15067','0',40,'.335600','BUSHING 2  SELF ALIGNING BALL',2.00000,164.35000,328.70000
'15067','0',41,'.096700','SWITCH MERCURY TILT PLASTIC BODY',5.00000,57.45000,287.25000
'15067','0',42,'.010643','JUNCTION BOX 3 X 4 X 6  A604LP',2.00000,135.47000,270.94000
'15067','0',43,'.026466','PANEL 4 7/8 X 2 7/8 A6P4',2.00000,14.42000,28.84000
'15067','0',44,'.040027','FOOT SWITCH 7024K11',2.00000,107.90000,215.80000
'15067','0',45,'.061592','SWITCH LEVER E50KL220',11.00000,35.37000,389.07000
'15067','0',46,'.104503','SWITCH LEVER W/ ROLLER MODIFIED',11.00000,48.55000,534.05000
'15067','0',47,'.062753','SWITCH LEVER OFFSET E50KL29',4.00000,41.02000,164.08000
'15067','0',48,'.061508','SWITCH BODY ASSEMBLY E50AR19',26.00000,260.52000,6773.52000
'15067','0',49,'.650895','SEAL KIT LEVELING VALVE 65-13-01-276051',1.00000,100.00000,100.00000
'15067','0',50,'.096360','PIN WELDMENT  2 X 16 GRIP Q & T',1.00000,365.00000,365.00000
'15067','0',51,'.033102','PIN WELDMENT 2 1/2 DIA TGP X 17 GRIP',1.00000,357.70000,357.70000
'15067','0',52,'.025433','PIN WELDMENT HARD 2" X 17"',1.00000,394.00000,394.00000
'15067','0',53,'.026342','PIN WELDMENT HARD 2 X 13 1/4',1.00000,365.00000,365.00000
'15067','0',54,'.025415','PIN WELDMENT-IDLER ARM',1.00000,171.55000,171.55000
'15067','0',55,'.025419','PIN WELDMENT IDLER MOUNT',2.00000,65.70000,131.40000
'15067','0',56,'.465400','NUT NYLOCK JAM 2 NF PLATED',5.00000,72.15000,360.75000
'15067','0',57,'.465300','NUT NYLOCK JAM 1 1/2 NF PLATED',3.00000,22.70000,68.10000
'15067','0',58,'.063692','THRUST WASHER 3 7/8 OD X 2 5/8 ID X 14GA',4.00000,13.57000,54.28000
'15067','0',59,'.025291','BEARING DX  2 1/2 ID X 2 LG',12.00000,23.02000,276.24000
'15067','0',60,'.021113','BEARING DX  2 ID X 1 1/2 LG',2.00000,13.27000,26.54000
'15067','0',61,'.427700','BUSHING BRONZE 1 3/8OD X 1" ID X 1" LG',4.00000,6.80000,27.20000
'15067','0',62,'.023144','BEARING DX  1 1/2 ID X 1 LG',2.00000,9.65000,19.30000
'15067','0',63,'.023034','SNAP RING 1 1/2 X .109  5160-150 ZYT',1.00000,6.65000,6.65000
'15067','0',64,'.029918','PIN WELDMENT TGP 1 1/2 X 8 3/4',2.00000,146.00000,292.00000
'15067','0',65,'.028180','PIN WELDMENT 1 1/2 4140 TGP X 6 1/8',2.00000,71.84000,143.68000
'15067','0',66,'.028181','PIN WELDMENT 2 4140 TGP X 10 3/4',1.00000,138.70000,138.70000
'15067','0',67,'.028182','PIN WELDMENT 1 1/2 TGP X 7 3/8 GRIP LUBE',1.00000,233.60000,233.60000
'15067','0',68,'.028183','PIN WELDMENT TGP 1 1/2 X 7 3/8 GRIP',1.00000,162.76000,162.76000
'15067','0',69,'.028184','PIN WELDMENT 1 1/2 TGP X 10 1/2 GRIP',1.00000,152.98000,152.98000
'15067','0',70,'.028010','HOSE CARRIER SC-75 GTW 11811',1.00000,1163.55000,1163.55000
'15067','0',71,'.028173','NYLON BUSHING 2 1/2 OD X 2 ID X 1 13/16',2.00000,76.65000,153.30000
'15067','0',72,'.023219','NUT NF 1 1/4 NYLOCK JAM PLATED',5.00000,18.37000,91.85000
'15067','0',73,'.023144','BEARING DX  1 1/2 ID X 1 LG',16.00000,9.65000,154.40000
'15067','0',74,'.032367','BEARING DX  1 1/2 ID X 1 1/2',2.00000,8.55000,17.10000
'15067','0',75,'.020395','BEARING DX  2 ID X 1 LG',2.00000,10.82000,21.64000
'15067','0',76,'.023034','SNAP RING 1 1/2 X .109  5160-150 ZYT',1.00000,6.65000,6.65000
'15067','0',77,'.021837','SNAP RING 2 X .120  5160-200 ZYT',1.00000,3.18000,3.18000
'15067','0',78,'.027194','BUSHING BRASS 2.25 OD X 2.005 ID X 1/2',2.00000,51.85000,103.70000
'15067','0',79,'.027195','BUSHING BRASS 1.75 OD X 1.505 ID X 1/2',2.00000,80.50000,161.00000
'15067','0',80,'.060039','PIN WELDMENT ROLLER 1 1/2 X 7 21/32',2.00000,130.71000,261.42000
'15067','0',81,'.060112','PIN WELDMENT 2 X 15 7/8',2.00000,175.00000,350.00000
'15067','0',82,'.060119','PIN WELDMENT 2 1/2 X 10 5/8 TGP',2.00000,321.20000,642.40000
'15067','0',83,'.060117','PIN WELDMENT HARD 1 1/2 X 18 3/8',2.00000,346.75000,693.50000
'15067','0',84,'.060110','PIN WELDMENT 2 1/2 X 17 1/2',1.00000,386.90000,386.90000
'15067','0',85,'.060058','PIN WELDMENT 1 1/2  X 7 5/8',1.00000,171.29000,171.29000
'15067','0',86,'.060074','PIN WELDMENT 1" X 7 5/8 TGP',2.00000,94.90000,189.80000
'15067','0',87,'.060115','PIN WELDMENT 1 1/2 4140 TGP  X 11 1/8',2.00000,193.75000,387.50000
'15067','0',88,'.021113','BEARING DX  2 ID X 1 1/2 LG',6.00000,13.27000,79.62000
'15067','0',89,'.020456','WEAR PAD 1/4 X 2 X 4 1/2 NYLON',1.00000,25.23000,25.23000
'15067','0',90,'.064697','DOCK BUMPER  B5500 3 1/2 X 2 X 6',1.00000,13.97000,13.97000
'15067','0',91,'.060059','ASSEMBLY STEEL & NYLON ROLLER',2.00000,474.50000,949.00000
'15067','0',92,'.061264','ROLLER NYLON',4.00000,72.31000,289.24000
'15067','0',93,'.023034','SNAP RING 1 1/2 X .109  5160-150 ZYT',3.00000,6.65000,19.95000
'15067','0',94,'.465300','NUT NYLOCK JAM 1 1/2 NF PLATED',2.00000,22.70000,45.40000
'15067','0',95,'.023219','NUT NF 1 1/4 NYLOCK JAM PLATED',3.00000,18.37000,55.11000
'15067','0',96,'.465400','NUT NYLOCK JAM 2 NF PLATED',1.00000,72.15000,72.15000
'15067','0',97,'.025291','BEARING DX  2 1/2 ID X 2 LG',2.00000,23.02000,46.04000
'15067','0',98,'.020395','BEARING DX  2 ID X 1 LG',6.00000,10.82000,64.92000
'15067','0',99,'.021837','SNAP RING 2 X .120  5160-200 ZYT',4.00000,3.18000,12.72000
'15067','0',100,'.060055','PIN DETAIL 2" 4140 TGP  X 7 3/8',1.00000,211.08000,211.08000
'15067','0',101,'.060056','PIN DETAIL 2" 4140 TGP X 9 13/16',1.00000,198.05000,198.05000
'15067','0',102,'.020215','NYLON WEAR PAD 3/4 X 2 X 4 15/16',1.00000,108.37000,108.37000
'15067','0',103,'.023144','BEARING DX  1 1/2 ID X 1 LG',2.00000,9.65000,19.30000
'15067','0',104,'.026108','BEARING',8.00000,56.30000,450.40000
'15067','0',105,'.026145','ROLLER HOLDER 1 ROUND X 5 1/8',4.00000,91.25000,365.00000
'15067','0',106,'.026711','BEARING WIDE INNER RING RA-108-RR',4.00000,124.50000,498.00000
'15067','0',107,'.023035','SNAP RING 1" X .078 ZINC 5160-098 ZYT',2.00000,1.02000,2.04000
'15067','0',108,'.028014','NYLON WEAR PAD 1/2 X 3 7/8 X 6',2.00000,28.62000,57.24000
'15067','0',109,'.060302','NYLON WEAR PAD 1/2 X 4 X 9',1.00000,79.70000,79.70000
'15067','0',110,'.060053','NYLON WEAR PAD 5/8 X 1 7/8 X 7',1.00000,282.10000,282.10000
'15067','0',111,'.060041','NYLON/STEEL ROLLER UB50ER',2.00000,542.77000,1085.54000
'15067','0',112,'.030269','CUSHION 1/4 X 2 X 8',1.00000,20.10000,20.10000
'15067','0',113,'.063404','SELECTOR VALVE S-8',2.00000,281.05000,562.10000
'15067','0',114,'.069847','DIN CONNECTOR W/LED 2291.3301',27.00000,11.68000,315.36000
'15067','0',115,'.650890','SOLENOID VALVE NO DSL101N',13.00000,111.20000,1445.60000
'15071','0',1,'.067882','D BUMPER MATL - 24" LG BUYERS # D324',1.00000,41.85000,41.85000
'15071','0',2,'.063048','LIGHT GREEN IND 1117',2.00000,14.73000,29.46000
'15071','0',3,'.564196','PRESSURE GAUGE HYDRAULIC 5000 PSI',1.00000,62.50000,62.50000
'15072','0',1,'.095664','FILTER ELEMENT 6 MICRON ABSOLUTE',1.00000,140.00000,140.00000
'15072','0',2,'.096703','FILTER ELEMENT PRESSURE 6000 PSI',2.00000,221.12000,442.24000
'15072','0',3,'.103372','PLATFORM ANCHOR MOUNT - FIELD A62',1.00000,1422.72000,1422.72000
'15072','0',4,'.091167','SPACER 2.50 OD X 1.53 ID X  1.875 LG',1.00000,22.45000,22.45000
'15072','0',5,'.097307','PIN 2.00 DIA X 12.88',2.00000,237.25000,474.50000
'15072','0',6,'.092180','PIN 2.00 DIA X 7.75',1.00000,120.45000,120.45000
'15072','0',7,'.092181','PIN 2.00 DIA X 7.00',1.00000,113.15000,113.15000
'15072','0',8,'.098285','PIN 1.50 DIA X 11.00',2.00000,142.35000,284.70000
'15072','0',9,'.092186','PIN 1.50 DIA X 8.00',1.00000,94.90000,94.90000
'15072','0',10,'.093171','PIN 1.50 4140 HT X 5.00',1.00000,87.60000,87.60000
'15072','0',11,'.091164','SPACER 3.00 OD X 2.03 ID X  5.63 LG',1.00000,59.95000,59.95000
'15072','0',12,'.091165','SPACER 3.00 OD X 2.03 ID X  2.75 LG',1.00000,50.70000,50.70000
'15072','0',13,'.091166','SPACER 2.50 OD X 1.53 ID X  3.50 LG',1.00000,33.54000,33.54000
'15072','0',14,'.091196','SPACER 2-1/2" SCH 80 PVC X 1/2 LG',2.00000,5.75000,11.50000
'15072','0',15,'.069961','BEARING DX 1-1/2  X  3/4 LG',12.00000,5.35000,64.20000
'15072','0',16,'.020395','BEARING DX  2 ID X 1 LG',12.00000,10.82000,129.84000
'15072','0',17,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15076','0',3,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15076','0',2,'NON-STOCK PARTS','PAINT CYLINDER TO MATCH S/N10148',1.00000,247.50000,247.50000
'15076','0',1,'.065363','CYLINDER PLATFORM 4 X 12  2" ROD',1.00000,4460.30000,4460.30000
'15081','0',1,'.095013','WEAR PAD-CHANNEL TOP END  1/4',1.00000,90.19000,90.19000
'15081','0',2,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15082','0',1,'.065463-1','LEVEL SENSOR PQ W NUTSERTS',2.00000,703.22000,1406.44000
'15084','0',1,'.061290','CYLINDER COVER WELDMENT UB30 BOOM 3',1.00000,1233.91000,1233.91000
'15084','0',2,'NON-STOCK PARTS','PAINT CYLINDER COVER',1.00000,255.00000,255.00000
'15084','0',4,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
'15085','0',1,'.093535','DOCK BUMPER 4" LONG',8.00000,33.47000,267.76000
'15085','0',2,'.103348','CAP PLATE PLATFORM REST  YELLOW ZINC',4.00000,52.77000,211.08000
'15085','0',3,'.095195','SPRING PIN (COMES IN PAIRS OF 2)',6.00000,105.25000,631.50000
'15085','0',4,'.095643','BUMPER PAD PLATFORM REST',4.00000,84.45000,337.80000
'15085','0',5,'FREIGHT','NON-TAXABLE FREIGHT',1.00000,0.00000,0.00000
