PONum,Stock_Reference,Supplier,Quantity_Required,Quantity_Received,OpenQty,Date_Created,Reference,Date_Required,Order_Completed,Invoice_Completed,Ledger_Account,Supplier_Account,Cost_Code,Price,Value,Discount_Percentage,Discount_Value
ON 88788,60002-5,T700,6.00,0.00,6.00,2019/02/27,RE-STOCK,2019/04/03,No,No,T700,T700,,15.81,94.86,0.00,94.86
ON 88788,9642-1,T700,30.00,0.00,30.00,2019/02/27,RE-STOCK,2019/03/06,No,No,T700,T700,,17.66,529.80,0.00,529.80
ON 88789,3070113,V080,2.00,0.00,2.00,2019/02/27,RE-STOCK,2019/02/27,No,No,V080,V080,,68.87,137.74,0.00,137.74
ON 88789,38916-CPL,V080,1.00,0.00,1.00,2019/02/27,RE-STOCK,2019/03/20,No,No,V080,V080,,148.70,148.70,0.00,148.70
ON 88789,68907-11,V080,2.00,0.00,2.00,2019/02/27,RE-STOCK,2019/03/06,No,No,V080,V080,,37.51,75.02,0.00,75.02
ON 88789,M 4100 115-45,V080,2.00,0.00,2.00,2019/02/27,RE-STOCK,2019/02/27,No,No,V080,V080,,252.47,504.94,0.00,504.94
ON 88789,M 4825 200-12,V080,2.00,0.00,2.00,2019/02/27,RE-STOCK,2019/03/06,No,No,V080,V080,,76.44,152.88,0.00,152.88
ON 88790,013-545-78-26,SUN165,50.00,0.00,50.00,2019/02/27,RE STOCK,2019/02/27,No,No,SUN165,SUN165,,2.05,102.50,0.00,102.50
ON 88790,MA387 619 00 97,SUN165,2.00,0.00,2.00,2019/02/27,RE STOCK,2019/02/27,No,No,SUN165,SUN165,,2.50,5.00,0.00,5.00
ON 88790,MB-N913023014003,SUN165,24.00,0.00,24.00,2019/02/27,RE STOCK,2019/02/27,No,No,SUN165,SUN165,,2.00,48.00,0.00,48.00
ON 88790,MN000000 005290,SUN165,10.00,0.00,10.00,2019/02/27,RE STOCK,2019/02/27,No,No,SUN165,SUN165,,4.75,47.50,0.00,47.50
ON 88791,1055-005,J010,16.00,0.00,16.00,2019/02/27,restock,2019/03/04,No,No,J010,J010,,2.91,46.56,0.00,46.56
ON 88791,1056-798,J010,10.00,0.00,10.00,2019/02/27,restock,2019/02/27,No,No,J010,J010,,0.80,8.00,0.00,8.00
ON 88791,1057-001,J010,11.00,0.00,11.00,2019/02/27,restock,2019/03/02,No,No,J010,J010,,1.92,21.12,0.00,21.12
ON 88792,X2A/ODD,SUN740,5.00,0.00,5.00,2019/02/27,RESTOCK,2019/02/27,No,No,SUN740,SUN740,,46.73,233.65,0.00,233.65
ON 88792,X2P/ODD,SUN740,5.00,0.00,5.00,2019/02/27,RESTOCK,2019/02/27,No,No,SUN740,SUN740,,59.80,299.00,0.00,299.00
ON 88793,SL-10461,SUN527,16.00,0.00,16.00,2019/02/27,restock,2019/02/27,No,No,SUN527,SUN527,,14.90,238.40,0.00,238.40
ON 88793,SL-20501,SUN527,1.00,0.00,1.00,2019/02/27,restock,2019/02/27,No,No,SUN527,SUN527,,96.00,96.00,0.00,96.00
ON 88793,SL-20599,SUN527,1.00,0.00,1.00,2019/02/27,restock,2019/02/27,No,No,SUN527,SUN527,,6.67,6.67,0.00,6.67
ON 88793,SL-42511,SUN527,1.00,0.00,1.00,2019/02/27,restock,2019/02/27,No,No,SUN527,SUN527,,53.20,53.20,0.00,53.20
ON 88794,VDL1045-10,M750,10.00,0.00,10.00,2019/02/27,RE-STOCK,2019/03/09,No,No,M750,M750,,3.75,37.50,0.00,37.50
ON 88794,VDL1045-142,M750,10.00,0.00,10.00,2019/02/27,RE-STOCK,2019/03/06,No,No,M750,M750,,1.75,17.50,0.00,17.50
ON 88794,VDL1045-260,M750,10.00,0.00,10.00,2019/02/27,RE-STOCK,2019/03/04,No,No,M750,M750,,3.65,36.50,0.00,36.50
ON 88794,VDL1045-281,M750,50.00,0.00,50.00,2019/02/27,RE-STOCK,2019/03/04,No,No,M750,M750,,2.00,100.00,0.00,100.00
ON 88794,VDL1045-309,M750,10.00,0.00,10.00,2019/02/27,RE-STOCK,2019/02/27,No,No,M750,M750,,3.10,31.00,0.00,31.00
ON 88794,VDL1045-314,M750,10.00,0.00,10.00,2019/02/27,RE-STOCK,2019/02/27,No,No,M750,M750,,3.10,31.00,0.00,31.00
ON 88794,VDL1045-315,M750,10.00,0.00,10.00,2019/02/27,RE-STOCK,2019/02/27,No,No,M750,M750,,1.65,16.50,0.00,16.50
ON 88794,VDL1045-384,M750,10.00,0.00,10.00,2019/02/27,RE-STOCK,2019/02/27,No,No,M750,M750,,3.50,35.00,0.00,35.00
ON 88794,VDL1045-385,M750,50.00,0.00,50.00,2019/02/27,RE-STOCK,2019/02/27,No,No,M750,M750,,1.30,65.00,0.00,65.00
ON 88794,VDL1045-9,M750,10.00,0.00,10.00,2019/02/27,RE-STOCK,2019/03/09,No,No,M750,M750,,3.75,37.50,0.00,37.50
ON 88795,50032-12,SUN741,25.00,0.00,25.00,2019/02/27,STOCK,2019/02/27,No,No,SUN741,SUN741,,2.75,68.75,0.00,68.75
ON 88795,V10000-1,SUN741,50.00,0.00,50.00,2019/02/27,STOCK,2019/02/27,No,No,SUN741,SUN741,,2.24,112.00,0.00,112.00
ON 88795,V10002-1,SUN741,50.00,0.00,50.00,2019/02/27,STOCK,2019/02/27,No,No,SUN741,SUN741,,10.57,528.50,0.00,528.50
ON 88796,VDL1017-26,R500,100.00,0.00,100.00,2019/02/27,1017-26,2019/02/27,No,No,R500,R500,,11.70,1170.00,0.00,1170.00
ON 88797,DMA-CVA-000050,R050,20.00,0.00,20.00,2019/02/27,RE-STOCK,2019/03/02,No,No,R050,R050,,8.15,163.00,0.00,163.00
ON 88798,40-287-301,SUN290,10.00,0.00,10.00,2019/02/27,restock,2019/02/27,No,No,SUN290,SUN290,,28.29,282.90,0.00,282.90
ON 88799,6PK1420,B010,2.00,0.00,2.00,2019/02/27,restock,2019/02/27,No,No,B010,B010,,19.83,39.66,0.00,39.66
ON 88799,VDL2000-007,B010,8.00,0.00,8.00,2019/02/27,restock,2019/02/27,No,No,B010,B010,,30.00,240.00,0.00,240.00
ON 88800,,SUN795,1.00,0.00,1.00,2019/02/27,17362,2019/02/27,No,No,SUN795,SUN795,,0.00,0.00,0.00,0.00
ON 88801,TCO-47,SUN23,5.00,0.00,5.00,2019/02/27,restock,2019/03/04,No,No,SUN23,SUN23,,19.79,98.95,0.00,98.95
ON 88801,VBV-650-000,SUN23,20.00,0.00,20.00,2019/02/27,restock,2019/02/27,No,No,SUN23,SUN23,,128.27,2565.40,0.00,2565.40
ON 88802,012-545-04-07,SUN28,10.00,0.00,10.00,2019/02/27,restock,2019/02/27,No,No,SUN28,SUN28,,58.00,580.00,0.00,580.00
ON 88802,013-545-60-26,SUN28,5.00,0.00,5.00,2019/02/27,restock,2019/02/27,No,No,SUN28,SUN28,,1.75,8.75,0.00,8.75
ON 88802,A000 545 21 63,SUN28,4.00,0.00,4.00,2019/02/27,restock,2019/02/27,No,No,SUN28,SUN28,,1.20,4.80,0.00,4.80
ON 88802,A043 545 15 28,SUN28,3.00,0.00,3.00,2019/02/27,restock,2019/02/27,No,No,SUN28,SUN28,,47.80,143.40,0.00,143.40
ON 88802,A051 545 60 28,SUN28,4.00,0.00,4.00,2019/02/27,restock,2019/02/27,No,No,SUN28,SUN28,,29.00,116.00,0.00,116.00
ON 88803,S7679,B010,7.00,0.00,7.00,2019/02/27,S7679,2019/02/27,No,No,B010,B010,,69.95,489.65,0.00,489.65
ON 88804,,B020,1.00,0.00,1.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,0.70,0.70,0.00,0.70
ON 88804,,B020,10.00,0.00,10.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,0.73,7.30,0.00,7.30
ON 88804,,B020,30.00,0.00,30.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,0.30,9.00,0.00,9.00
ON 88804,,B020,2.00,0.00,2.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,19.76,9.88,0.00,9.88
ON 88804,,B020,1.00,0.00,1.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,9.98,9.98,0.00,9.98
ON 88804,,B020,2.00,0.00,2.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,5.50,11.00,0.00,11.00
ON 88804,,B020,10.00,0.00,10.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,1.40,14.00,0.00,14.00
ON 88804,,B020,30.00,0.00,30.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,0.70,21.00,0.00,21.00
ON 88804,,B020,10.00,0.00,10.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,3.10,31.00,0.00,31.00
ON 88804,,B020,1.00,0.00,1.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,47.32,47.32,0.00,47.32
ON 88804,,B020,2.00,0.00,2.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,24.45,48.90,0.00,48.90
ON 88804,,B020,4.00,0.00,4.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,14.58,58.32,0.00,58.32
ON 88804,,B020,30.00,0.00,30.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,2.08,62.40,0.00,62.40
ON 88804,,B020,4.00,0.00,4.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,16.09,64.36,0.00,64.36
ON 88804,,B020,40.00,0.00,40.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,1.68,67.20,0.00,67.20
ON 88804,,B020,3.00,0.00,3.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,22.50,67.50,0.00,67.50
ON 88804,,B020,20.00,0.00,20.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,3.70,74.00,0.00,74.00
ON 88804,,B020,2.00,0.00,2.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,48.36,96.72,0.00,96.72
ON 88804,,B020,10.00,0.00,10.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,10.95,109.50,0.00,109.50
ON 88804,,B020,3.00,0.00,3.00,2019/02/27,kban n/s wk9,2019/02/27,No,No,B020,B020,,43.84,131.52,0.00,131.52
ON 88805,092100,B020,10.00,0.00,10.00,2019/02/27,kban main wk9,2019/03/01,No,No,B020,B020,,2.21,22.10,0.00,22.10
ON 88805,K1E-005N,B020,10.00,0.00,10.00,2019/02/27,kban main wk9,2019/03/04,No,No,B020,B020,,10.08,100.80,0.00,100.80
ON 88805,KAX-Z1C12,B020,40.00,0.00,40.00,2019/02/27,kban main wk9,2019/03/06,No,No,B020,B020,,2.39,95.60,0.00,95.60
ON 88805,KZ-127,B020,10.00,0.00,10.00,2019/02/27,kban main wk9,2019/03/01,No,No,B020,B020,,3.51,35.10,0.00,35.10
ON 88805,RJ1S-CLD-D12,B020,20.00,0.00,20.00,2019/02/27,kban main wk9,2019/02/27,No,No,B020,B020,,5.04,100.80,0.00,100.80
ON 88805,SJ1S-07L,B020,20.00,0.00,20.00,2019/02/27,kban main wk9,2019/02/27,No,No,B020,B020,,2.79,55.80,0.00,55.80
ON 88805,V20000,B020,200.00,0.00,200.00,2019/02/27,kban main wk9,2019/02/27,No,No,B020,B020,,0.41,82.00,0.00,82.00
ON 88805,V20001,B020,200.00,0.00,200.00,2019/02/27,kban main wk9,2019/03/01,No,No,B020,B020,,0.89,178.00,0.00,178.00
ON 88805,V20002,B020,200.00,0.00,200.00,2019/02/27,kban main wk9,2019/03/01,No,No,B020,B020,,0.68,136.00,0.00,136.00
ON 88805,V20003,B020,100.00,0.00,100.00,2019/02/27,kban main wk9,2019/03/01,No,No,B020,B020,,2.09,209.00,0.00,209.00
ON 88805,V20005,B020,200.00,0.00,200.00,2019/02/27,kban main wk9,2019/03/01,No,No,B020,B020,,1.33,266.00,0.00,266.00
ON 88805,XS612B1MAL2,B020,4.00,0.00,4.00,2019/02/27,kban main wk9,2019/03/04,No,No,B020,B020,,33.58,134.32,0.00,134.32
ON 88805,ZCE10,B020,10.00,0.00,10.00,2019/02/27,kban main wk9,2019/02/27,No,No,B020,B020,,4.13,41.30,0.00,41.30
ON 88805,ZCK DO5,B020,40.00,0.00,40.00,2019/02/27,kban main wk9,2019/02/28,No,No,B020,B020,,9.30,372.00,0.00,372.00
ON 88805,ZCK SIH29,B020,20.00,0.00,20.00,2019/02/27,kban main wk9,2019/02/28,No,No,B020,B020,,12.25,245.00,0.00,245.00
ON 88805,ZCK Y33,B020,30.00,0.00,30.00,2019/02/27,kban main wk9,2019/02/28,No,No,B020,B020,,4.26,127.80,0.00,127.80
ON 88806,VDL1857-28,SUN635,50.00,0.00,50.00,2019/02/27,1857-28,2019/02/27,No,No,SUN635,SUN635,,16.69,834.50,0.00,834.50
ON 88807,,SUN808,1.00,0.00,1.00,2019/02/27,WEEK9,2019/02/27,No,No,SUN808,SUN808,,195.65,195.65,0.00,195.65
